timestamp,status,total_power,total_energy_since_reset,l1n_volt,current_l1,total_energy_l1,power_l1,l2n_volt,current_l2,total_energy_l2,power_l2,l3n_volt,current_l3,total_energy_l3,power_l3,frequency,alerts,alert_details
2021-12-14 06:00:00 +0000,ok,16884.075,104686873.5,229.736,17.674,26050535.0,3672.23,229.622,21.686,44368816.0,4686.275,229.048,37.926,34258961.0,8525.57,51.746,,
2021-12-14 07:00:00 +0000,ok,24099.61,104698880.148,229.389,40.414,26054804.404,9015.745,230.151,27.799,44371920.681,6151.669,229.411,39.899,34263575.381,8932.195,51.66,,
2021-12-14 08:00:00 +0000,ok,23922.065,104722979.706,229.561,42.104,26064315.279,9500.809,230.43,29.082,44378078.981,6583.172,229.878,34.842,34272005.608,7838.08,50.475,,
2021-12-14 09:00:00 +0000,ok,17697.354,104744757.079,229.779,28.072,26072609.592,6426.32,230.025,21.498,44384264.728,4871.906,229.074,28.939,34279302.803,6398.977,48.981,,
2021-12-14 10:00:00 +0000,ok,8098.858,104757407.736,230.318,19.504,26077899.255,4504.035,230.909,7.084,44387404.476,1529.448,230.74,8.906,34283515.748,2065.373,48.981,,
2021-12-14 11:00:00 +0000,ok,6417.736,104764309.386,230.455,18.28,26082142.82,4205.379,231.096,5.837,44388646.218,1244.575,231.221,4.298,34284939.067,967.782,48.98,,
2021-12-14 12:00:00 +0000,ok,6270.34,104770580.129,230.413,18.495,26086345.564,4263.469,231.131,5.785,44389895.789,1226.972,231.215,3.519,34285761.222,779.899,48.98,,
2021-12-14 13:00:00 +0000,ok,6395.02,104776921.351,230.308,18.924,26090692.173,4375.087,231.144,5.85,44391115.432,1239.932,231.303,3.582,34286532.241,780.001,48.98,,
2021-12-14 14:00:00 +0000,ok,6202.816,104783231.126,230.399,18.35,26095008.326,4228.335,231.148,5.642,44392315.633,1196.629,231.217,3.559,34287328.813,777.853,48.98,,
2021-12-14 15:00:00 +0000,ok,6170.751,104789424.224,230.453,18.365,26099220.518,4223.195,231.156,5.511,44393524.511,1170.862,231.225,3.554,34288097.633,776.694,48.98,,
2021-12-14 16:00:00 +0000,ok,2539.219,104793813.467,230.775,2.466,26101636.367,545.128,231.174,5.844,44394733.167,1233.009,231.186,3.473,34288862.733,761.081,49.52,,
2021-12-14 17:00:00 +0000,ok,2343.301,104796231.493,230.973,2.118,26102090.658,453.072,231.115,5.7,44395944.633,1205.282,231.281,3.223,34289612.633,684.948,49.985,,
2021-12-14 18:00:00 +0000,ok,2055.773,104798449.833,230.874,2.257,26102616.633,501.734,231.102,5.471,44397117.967,1157.002,231.089,1.867,34290137.533,397.038,49.985,,
2021-12-14 19:00:00 +0000,ok,1885.756,104800409.933,231.001,1.8,26103037.267,380.721,231.074,5.22,44398255.0,1100.987,231.079,1.859,34290541.767,404.048,49.985,,
2021-12-14 20:00:00 +0000,ok,2109.199,104802397.937,230.698,2.546,26103489.486,574.465,231.081,5.315,44399381.908,1129.221,231.113,1.849,34290940.031,405.513,49.986,,
2021-12-14 21:00:00 +0000,ok,1980.815,104804484.867,230.876,1.963,26104035.733,428.072,231.083,5.389,44400528.878,1148.495,231.129,1.836,34291348.533,404.248,49.985,,
2021-12-14 22:00:00 +0000,ok,1905.685,104806391.385,231.002,1.782,26104404.7,373.355,231.051,5.286,44401657.954,1127.656,231.129,1.84,34291745.267,404.675,49.973,,
2021-12-14 23:00:00 +0000,ok,1931.948,104808309.765,231.0,1.898,26104792.333,387.95,231.059,5.162,44402777.067,1103.419,231.14,2.012,34292158.033,440.579,49.986,,
2021-12-15 00:00:00 +0000,ok,1789.483,104810167.579,230.961,1.699,26105160.933,348.738,231.04,4.958,44403845.0,1055.074,231.033,1.788,34292581.633,385.672,49.986,,
2021-12-15 01:00:00 +0000,ok,6563.275,104813589.964,230.889,7.029,26105825.633,1470.03,231.042,9.837,44405211.767,2152.5,230.113,14.25,34293971.432,2940.745,49.985,,
2021-12-15 02:00:00 +0000,ok,14022.125,104824625.775,229.791,19.878,26108763.789,3936.345,229.919,22.031,44408795.243,4526.75,229.059,28.068,34298487.426,5559.03,49.985,,
2021-12-15 03:00:00 +0000,ok,13636.056,104838569.761,230.376,18.661,26112647.641,3711.156,230.592,20.696,44413269.793,4280.879,229.534,28.044,34304072.726,5644.022,50.183,,
2021-12-15 04:00:00 +0000,ok,10682.806,104851188.704,230.861,12.95,26115999.417,2672.888,231.068,15.119,44417173.203,3287.384,230.073,22.533,34309435.326,4722.534,51.535,,
2021-12-15 05:00:00 +0000,ok,8356.707,104859257.119,231.079,13.644,26117977.947,3084.26,231.415,10.933,44419619.266,2500.431,230.638,12.926,34313078.982,2772.015,51.762,,
2021-12-15 06:00:00 +0000,ok,22486.669,104875441.861,229.236,46.778,26125436.486,10524.834,230.458,29.629,44424427.926,6684.953,229.766,25.705,34316998.191,5276.882,51.634,,
2021-12-15 07:00:00 +0000,ok,24038.69,104898837.405,228.672,49.139,26136188.281,10952.715,229.941,31.794,44431331.032,7081.191,229.144,29.615,34322738.62,6004.78,50.666,,
2021-12-15 08:00:00 +0000,ok,22914.599,104922513.27,228.33,47.797,26147077.087,10642.21,229.55,30.737,44438342.805,6829.536,228.76,27.759,34328513.993,5442.853,49.094,,
2021-12-15 09:00:00 +0000,ok,21259.456,104945009.81,228.599,55.171,26158771.271,12557.947,230.205,22.736,44444499.47,5170.411,229.468,17.71,34333158.107,3531.098,48.98,,
2021-12-15 10:00:00 +0000,ok,15576.415,104962881.687,229.133,49.565,26170574.622,11304.229,230.524,17.124,44448847.843,3892.303,231.083,1.784,34334880.667,379.883,48.98,,
2021-12-15 11:00:00 +0000,ok,15476.405,104978439.68,229.259,49.352,26181863.083,11255.981,230.661,16.842,44452738.49,3831.688,231.096,1.838,34335262.156,388.736,48.98,,
2021-12-15 12:00:00 +0000,ok,9333.498,104991911.069,230.022,29.375,26191652.825,6727.186,230.933,9.417,44455981.055,2092.694,231.221,2.356,34335697.9,513.618,48.98,,
2021-12-15 13:00:00 +0000,ok,6026.601,104998499.064,230.369,18.989,26196394.029,4385.319,231.086,5.263,44457283.567,1121.168,231.185,2.383,34336237.806,520.115,48.981,,
2021-12-15 14:00:00 +0000,ok,5975.034,105004574.394,230.409,18.825,26200805.153,4344.933,231.117,5.377,44458436.933,1142.034,231.15,2.267,34336752.567,488.067,49.962,,
2021-12-15 15:00:00 +0000,ok,5762.615,105010410.443,230.601,18.484,26205084.567,4252.062,231.072,5.208,44459548.067,1110.902,231.07,1.875,34337198.867,399.651,49.985,,
2021-12-15 16:00:00 +0000,ok,1995.58,105014316.373,230.797,2.384,26207510.867,534.497,231.038,4.971,44460632.395,1061.368,231.064,1.901,34337592.0,399.715,49.986,,
2021-12-15 17:00:00 +0000,ok,1839.738,105016223.0,230.971,1.724,26207919.121,362.219,231.068,5.066,44461723.0,1076.74,231.058,1.88,34337999.133,400.779,49.985,,
2021-12-15 18:00:00 +0000,ok,1817.485,105018049.358,230.963,1.645,26208283.667,350.249,231.059,5.01,44462792.933,1066.304,231.041,1.866,34338393.333,400.932,49.986,,
2021-12-15 19:00:00 +0000,ok,1872.068,105019889.617,230.83,1.984,26208668.433,434.038,231.04,4.89,44463849.733,1042.267,231.057,1.823,34338788.333,395.763,49.973,,
2021-12-15 20:00:00 +0000,ok,1916.688,105021773.8,230.84,2.084,26209113.467,451.719,231.048,5.038,44464896.921,1073.283,231.064,1.793,34339183.3,391.686,49.985,,
2021-12-15 21:00:00 +0000,ok,1793.657,105023634.933,230.99,1.647,26209516.625,339.96,231.026,4.946,44465957.033,1057.736,231.106,1.803,34339586.667,395.961,49.985,,
2021-12-15 22:00:00 +0000,ok,1866.676,105025447.254,230.948,1.956,26209869.6,408.112,231.022,4.897,44467010.675,1046.553,231.13,1.886,34339983.433,412.01,49.985,,
2021-12-15 23:00:00 +0000,ok,2010.742,105027410.733,230.628,2.496,26210371.5,560.391,231.026,4.878,44468061.859,1045.678,231.102,1.844,34340398.357,404.673,49.985,,
2021-12-16 00:00:00 +0000,ok,1990.661,105029390.167,230.947,1.684,26210826.833,343.034,230.969,5.744,44469203.267,1246.898,231.036,1.786,34340783.367,400.729,49.986,,
2021-12-16 01:00:00 +0000,ok,6585.914,105033151.291,230.874,7.055,26211562.215,1485.949,231.017,9.752,44470737.467,2154.931,230.089,14.335,34342270.942,2945.034,49.972,,
2021-12-16 02:00:00 +0000,ok,11902.655,105042907.691,230.227,16.283,26214086.363,3230.135,230.378,18.353,44473879.767,3799.734,229.458,24.62,34346361.419,4872.786,49.985,,
2021-12-16 03:00:00 +0000,ok,12412.978,105055014.054,230.427,17.608,26217431.81,3481.72,230.844,18.8,44477732.045,3955.697,229.854,24.774,34351267.853,4975.561,50.676,,
2021-12-16 04:00:00 +0000,ok,10227.304,105067055.071,231.11,12.75,26220754.957,2639.189,231.321,14.674,44481517.137,3184.037,230.347,21.25,34356203.48,4404.077,51.501,,
2021-12-16 05:00:00 +0000,ok,5517.688,105074415.612,231.429,5.14,26222451.772,1150.337,231.59,7.52,44483785.048,1722.394,230.675,12.291,34359598.155,2644.956,51.741,,
2021-12-16 06:00:00 +0000,ok,19702.509,105085711.299,229.373,38.752,26226470.478,8608.486,230.382,26.204,44487245.093,5839.678,229.628,25.666,34363416.03,5254.344,51.644,,
2021-12-16 07:00:00 +0000,ok,23820.047,105108731.149,228.736,51.145,26237386.637,11479.028,230.239,30.387,44493883.288,6839.142,229.54,26.864,34368881.212,5501.875,51.649,,
2021-12-16 08:00:00 +0000,ok,21252.537,105131675.865,229.22,46.616,26248540.621,10555.299,230.535,26.669,44500485.813,6081.822,229.905,22.169,34374069.74,4615.413,51.68,,
2021-12-16 09:00:00 +0000,ok,10698.89,105148534.368,230.132,20.07,26256636.54,4584.173,230.701,12.573,44505168.757,2821.747,229.69,15.852,34378148.653,3292.471,50.681,,
2021-12-16 10:00:00 +0000,ok,3882.701,105154637.248,230.724,9.215,26259354.51,2120.161,230.954,5.932,44506885.665,1251.506,230.896,2.258,34379818.937,511.034,48.981,,
2021-12-16 11:00:00 +0000,ok,4008.233,105158564.892,230.8,8.945,26261424.066,2049.849,231.13,5.841,44508114.815,1232.078,231.175,3.208,34380446.067,726.306,48.981,,
2021-12-16 12:00:00 +0000,ok,3675.527,105162449.428,230.8,8.983,26263480.266,2056.739,231.095,5.33,44509330.133,1133.846,231.198,2.269,34381058.066,484.942,48.98,,
2021-12-16 13:00:00 +0000,ok,3566.678,105166049.936,230.798,8.69,26265512.08,1996.591,231.112,5.242,44510438.167,1111.61,231.211,2.165,34381518.061,458.477,48.981,,
2021-12-16 14:00:00 +0000,ok,3705.959,105169659.837,230.62,9.321,26267592.079,2171.702,231.097,5.065,44511510.7,1078.538,231.211,2.167,34381977.967,455.719,48.981,,
2021-12-16 15:00:00 +0000,ok,3491.803,105173275.599,230.8,8.734,26269689.639,2006.638,231.124,5.016,44512585.467,1063.193,231.152,1.971,34382421.331,421.971,48.98,,
2021-12-16 16:00:00 +0000,ok,1857.157,105175980.339,230.844,1.82,26270904.667,393.66,231.114,4.987,44513656.767,1056.361,231.146,1.916,34382832.833,407.136,48.98,,
2021-12-16 17:00:00 +0000,ok,1876.113,105177828.7,230.838,1.753,26271275.2,373.619,231.105,5.035,44514720.867,1074.65,231.151,2.02,34383257.8,427.844,48.98,,
2021-12-16 18:00:00 +0000,ok,1889.003,105179687.067,230.829,1.584,26271623.4,339.128,231.103,5.038,44515786.491,1075.231,231.132,2.206,34383695.367,474.644,48.98,,
2021-12-16 19:00:00 +0000,ok,1838.75,105181575.367,230.872,1.745,26271978.531,368.835,231.091,4.858,44516846.867,1034.536,231.122,2.021,34384167.333,435.378,49.169,,
2021-12-16 20:00:00 +0000,ok,1852.581,105183408.967,230.96,1.735,26272341.433,368.1,231.069,5.003,44517892.333,1066.558,231.093,1.92,34384600.233,417.923,49.985,,
2021-12-16 21:00:00 +0000,ok,1975.869,105185362.1,230.756,2.267,26272806.6,501.825,231.045,4.944,44518963.5,1057.076,231.093,1.903,34385010.0,416.967,49.986,,
2021-12-16 22:00:00 +0000,ok,1830.003,105187243.753,230.988,1.729,26273215.267,359.065,231.035,4.9,44520022.533,1048.525,231.11,1.939,34385425.267,422.413,49.985,,
2021-12-16 23:00:00 +0000,ok,1920.597,105189145.167,230.814,2.118,26273636.9,465.135,231.029,4.886,44521079.767,1046.179,231.086,1.869,34385847.9,409.283,49.986,,
2021-12-17 00:00:00 +0000,ok,1828.347,105191022.976,230.921,1.947,26274090.8,411.574,231.049,4.922,44522120.644,1048.914,231.044,1.649,34386230.9,367.859,49.986,,
2021-12-17 01:00:00 +0000,ok,7671.155,105195050.034,230.77,8.696,26274979.298,1853.755,230.925,11.229,44523671.682,2509.507,229.985,16.046,34387820.135,3307.893,50.227,,
2021-12-17 02:00:00 +0000,ok,14793.644,105206874.55,229.513,20.549,26278184.866,4184.62,229.565,22.64,44527486.231,4746.495,228.854,28.702,34392622.922,5862.685,51.663,,
2021-12-17 03:00:00 +0000,ok,14857.345,105221915.738,229.324,20.677,26282452.545,4202.197,229.368,22.749,44532310.277,4766.178,228.649,28.932,34398573.55,5888.981,51.722,,
2021-12-17 04:00:00 +0000,ok,11071.511,105235480.229,229.847,14.23,26286216.754,2926.387,229.892,16.405,44536658.145,3517.45,229.153,22.484,34404025.365,4627.675,51.794,,
2021-12-17 05:00:00 +0000,ok,6121.081,105243447.531,230.638,5.925,26288093.3,1298.997,230.717,8.84,44539203.767,2011.109,229.941,13.225,34407570.35,2810.973,51.869,,
2021-12-17 06:00:00 +0000,ok,12899.899,105252793.423,229.362,18.123,26290538.641,3673.553,229.527,19.401,44542227.845,4122.12,228.845,24.97,34411446.035,5104.227,51.794,,
2021-12-17 07:00:00 +0000,ok,13711.81,105266058.398,229.359,18.793,26294270.308,3845.65,229.452,20.893,44546511.707,4468.032,228.767,26.27,34416696.747,5398.126,51.789,,
2021-12-17 08:00:00 +0000,ok,14556.0,105280601.822,229.194,20.522,26298444.115,4202.389,229.456,22.048,44551254.222,4761.693,228.777,27.067,34422323.757,5591.919,51.778,,
2021-12-17 09:00:00 +0000,ok,12929.155,105294913.563,229.603,20.122,26302939.176,4461.975,229.854,17.008,44555649.275,3701.358,228.887,23.303,34427745.381,4765.822,49.669,,
2021-12-17 10:00:00 +0000,ok,3596.114,105302400.8,230.776,8.725,26305944.449,2001.226,230.985,5.71,44557873.433,1208.129,230.933,1.852,34429999.667,386.758,48.981,,
2021-12-17 11:00:00 +0000,ok,3447.101,105305940.986,230.801,8.708,26307955.367,1999.322,231.115,5.075,44559032.0,1088.52,231.153,1.757,34430371.7,359.259,48.981,,
2021-12-17 12:00:00 +0000,ok,3691.774,105309505.72,230.65,9.301,26310029.247,2168.12,231.111,5.186,44560143.278,1114.632,231.201,1.953,34430753.867,409.022,48.98,,
2021-12-17 13:00:00 +0000,ok,3572.773,105313144.428,230.8,8.699,26312126.623,1999.334,231.139,5.254,44561240.531,1113.88,231.216,2.183,34431194.167,459.559,48.981,,
2021-12-17 14:00:00 +0000,ok,3582.007,105316708.279,230.712,8.888,26314151.553,2059.63,231.113,4.933,44562318.714,1048.088,231.192,2.187,34431658.971,474.288,48.98,,
2021-12-17 15:00:00 +0000,ok,3639.959,105320310.216,230.801,8.661,26316173.611,1993.343,231.076,5.774,44563462.433,1253.436,231.174,1.883,34432097.122,393.179,48.98,,
2021-12-17 16:00:00 +0000,ok,1831.628,105323101.633,230.829,1.839,26317404.933,398.219,231.109,5.067,44564652.225,1076.584,231.145,1.735,34432465.333,356.824,48.981,,
2021-12-17 17:00:00 +0000,ok,1753.304,105324867.933,230.83,1.644,26317748.667,353.285,231.106,4.892,44565713.667,1044.534,231.151,1.698,34432827.767,355.485,48.981,,
2021-12-17 18:00:00 +0000,ok,1764.836,105326651.168,230.838,1.655,26318110.667,354.545,231.097,4.923,44566770.067,1055.026,231.149,1.661,34433190.467,355.264,48.981,,
2021-12-17 19:00:00 +0000,ok,1731.663,105328392.7,230.838,1.581,26318451.7,335.057,231.109,4.893,44567809.133,1040.052,231.151,1.651,34433551.382,356.554,48.98,,
2021-12-17 20:00:00 +0000,ok,1764.608,105330137.559,230.857,1.734,26318808.0,368.54,231.098,4.835,44568839.367,1037.773,231.153,1.662,34433910.267,358.295,48.98,,
2021-12-17 21:00:00 +0000,ok,1742.541,105331894.2,230.837,1.58,26319153.367,333.605,231.102,4.852,44569886.4,1042.665,231.15,1.685,34434271.2,366.271,48.98,,
2021-12-17 22:00:00 +0000,ok,1758.512,105333635.2,230.907,1.728,26319502.7,363.435,231.062,4.8,44570921.3,1031.076,231.14,1.672,34434632.5,364.001,49.449,,
2021-12-17 23:00:00 +0000,ok,1916.369,105335460.924,230.706,2.274,26319925.385,506.353,231.027,4.832,44571963.567,1036.416,231.153,1.721,34434995.3,373.6,49.985,,
2021-12-18 00:00:00 +0000,ok,1772.435,105337352.19,230.829,1.999,26320428.779,430.417,230.989,4.84,44573006.169,1031.132,231.019,1.449,34435333.967,310.885,49.985,,
2021-12-18 01:00:00 +0000,ok,7778.26,105341149.437,230.49,9.672,26321307.054,2055.312,230.671,11.294,44574464.916,2470.102,229.767,15.832,34436797.496,3252.845,49.984,,
2021-12-18 02:00:00 +0000,ok,13874.355,105352988.261,229.497,20.478,26324672.473,4007.916,229.63,22.728,44578281.85,4650.932,229.056,26.486,34441455.296,5215.507,49.976,,
2021-12-18 03:00:00 +0000,ok,14394.506,105367229.356,229.555,22.289,26328977.445,4462.673,229.714,24.36,44583231.577,5093.485,229.647,24.102,34446439.988,4838.348,51.336,,
2021-12-18 04:00:00 +0000,ok,10253.643,105380042.169,229.865,15.061,26332904.466,3058.614,230.004,17.216,44587794.295,3691.213,229.96,17.188,34450763.94,3503.816,51.724,,
2021-12-18 05:00:00 +0000,ok,4928.433,105386991.436,230.352,6.736,26334911.963,1445.945,230.62,8.866,44590424.467,2020.253,230.6,6.91,34453076.161,1462.235,51.886,,
2021-12-18 06:00:00 +0000,ok,13096.622,105395574.946,228.952,20.634,26337595.146,4140.932,229.292,22.463,44593682.933,4846.869,229.291,20.27,34455717.463,4108.821,51.555,,
2021-12-18 07:00:00 +0000,ok,14277.667,105409999.849,228.933,22.155,26342167.544,4507.391,229.146,24.604,44599034.671,5310.031,229.182,21.816,34460218.062,4460.245,51.669,,
2021-12-18 08:00:00 +0000,ok,10681.522,105422576.914,229.458,16.077,26346082.327,3308.509,229.632,18.298,44603742.436,3999.237,229.652,16.441,34464171.311,3373.76,51.808,,
2021-12-18 09:00:00 +0000,ok,7403.67,105431814.966,229.874,14.81,26349465.733,3299.919,230.215,10.822,44606964.7,2364.054,230.179,8.745,34466808.267,1739.697,49.028,,
2021-12-18 10:00:00 +0000,ok,3691.232,105436812.612,230.772,8.851,26351947.815,2026.191,230.949,5.791,44608596.467,1228.51,230.893,1.987,34467683.9,436.53,48.98,,
2021-12-18 11:00:00 +0000,ok,3554.008,105440428.285,230.801,8.657,26353949.838,1979.374,231.135,5.501,44609784.367,1171.156,231.101,1.903,34468117.1,403.478,48.98,,
2021-12-18 12:00:00 +0000,ok,3558.347,105443984.305,230.802,8.802,26355946.8,2016.794,231.117,5.278,44610946.2,1123.678,231.121,1.949,34468508.393,417.875,48.981,,
2021-12-18 13:00:00 +0000,ok,3461.338,105447511.927,230.801,8.662,26357951.367,1981.111,231.109,5.149,44612069.9,1093.942,231.124,1.846,34468910.533,386.284,48.98,,
2021-12-18 14:00:00 +0000,ok,3489.483,105450956.176,230.802,8.785,26359943.6,2011.845,231.108,5.228,44613140.533,1107.892,231.139,1.783,34469292.6,369.747,48.981,,
2021-12-18 15:00:00 +0000,ok,3508.715,105454443.763,230.716,9.096,26361983.673,2104.281,231.087,4.854,44614207.1,1034.246,231.138,1.793,34469671.1,370.188,48.98,,
2021-12-18 16:00:00 +0000,ok,2023.556,105457295.863,230.771,2.535,26363391.664,574.171,231.095,4.975,44615271.549,1058.251,231.133,1.823,34470056.867,391.134,48.981,,
2021-12-18 17:00:00 +0000,ok,2148.973,105459425.9,230.89,1.806,26363830.2,383.064,231.088,4.987,44616327.367,1062.303,231.066,3.168,34470690.0,703.607,48.981,,
2021-12-18 18:00:00 +0000,ok,2135.463,105461476.495,230.749,2.451,26364293.367,562.651,231.092,5.076,44617389.693,1087.297,231.087,2.308,34471213.733,485.515,48.98,,
2021-12-18 19:00:00 +0000,ok,2001.31,105463567.667,230.777,2.392,26364873.533,535.957,231.082,4.948,44618462.484,1049.014,231.102,1.935,34471646.6,416.339,49.81,,
2021-12-18 20:00:00 +0000,ok,1847.517,105465467.767,231.0,1.687,26365298.245,356.492,231.076,5.038,44619528.755,1070.484,231.104,1.944,34472062.9,420.541,49.984,,
2021-12-18 21:00:00 +0000,ok,2938.825,105467712.427,231.002,1.835,26365665.26,387.102,230.869,9.501,44620995.876,2140.931,231.113,1.911,34472467.2,410.792,49.984,,
2021-12-18 22:00:00 +0000,ok,2296.336,105470629.226,231.0,1.675,26366040.3,351.863,230.981,7.011,44623126.3,1542.81,231.15,1.881,34472882.233,401.662,49.984,,
2021-12-18 23:00:00 +0000,ok,1934.452,105472577.049,230.905,2.037,26366414.9,441.289,231.063,5.113,44624294.698,1092.297,231.117,1.866,34473292.867,400.865,49.984,,
2021-12-19 00:00:00 +0000,ok,1833.905,105474516.04,230.887,1.815,26366864.933,385.984,230.972,5.027,44625376.852,1070.714,231.014,1.748,34473689.933,377.207,49.984,,
2021-12-19 01:00:00 +0000,ok,4184.796,105477038.872,230.613,5.35,26367458.486,1141.502,230.704,8.174,44626676.274,1817.19,230.668,5.855,34474323.347,1226.104,49.985,,
2021-12-19 02:00:00 +0000,ok,10504.957,105484792.482,229.209,16.318,26369777.933,3223.381,229.317,18.361,44629632.716,3835.095,229.346,17.477,34476802.667,3446.481,49.984,,
2021-12-19 03:00:00 +0000,ok,10797.61,105495468.525,229.859,16.523,26373046.234,3301.326,229.998,18.67,44633538.981,3950.123,229.943,17.775,34480303.357,3546.16,50.943,,
2021-12-19 04:00:00 +0000,ok,8508.019,105505717.635,230.13,12.747,26376183.1,2605.858,230.306,14.458,44637299.254,3157.192,230.31,13.413,34483656.6,2744.969,51.777,,
2021-12-19 05:00:00 +0000,ok,3920.92,105511367.702,230.855,4.695,26377834.367,1049.216,230.945,7.564,44639540.167,1730.993,230.955,5.296,34485411.567,1140.711,51.864,,
2021-12-19 06:00:00 +0000,ok,10804.125,105518585.13,229.6,16.227,26379970.229,3302.427,229.638,18.539,44642360.239,3977.63,229.653,17.401,34487674.54,3524.068,51.804,,
2021-12-19 07:00:00 +0000,ok,10966.035,105529661.434,229.417,16.808,26383385.224,3394.558,229.466,18.844,44646396.727,4006.362,229.525,17.683,34491300.867,3565.115,51.483,,
2021-12-19 08:00:00 +0000,ok,7884.634,105539338.09,229.791,11.793,26386346.117,2361.16,229.876,14.005,44649986.402,2997.408,229.909,12.788,34494425.09,2526.066,49.795,,
2021-12-19 09:00:00 +0000,ok,6874.349,105546914.014,230.385,13.34,26389113.0,3050.426,230.627,9.978,44652636.282,2249.819,230.626,7.497,34496583.348,1574.104,50.843,,
2021-12-19 10:00:00 +0000,ok,3694.174,105551824.55,230.717,9.162,26391575.167,2113.361,230.93,5.61,44654291.4,1198.19,230.928,1.766,34497379.3,382.622,48.98,,
2021-12-19 11:00:00 +0000,ok,3580.573,105555423.729,230.73,9.016,26393672.767,2082.223,231.093,5.153,44655412.356,1108.788,231.113,1.85,34497760.5,389.563,48.98,,
2021-12-19 12:00:00 +0000,ok,3560.156,105558960.452,230.802,8.768,26395688.818,2008.68,231.102,5.022,44656512.069,1077.332,231.22,2.249,34498179.112,474.144,48.981,,
2021-12-19 13:00:00 +0000,ok,3563.27,105562565.75,230.73,8.971,26397762.118,2074.804,231.101,5.01,44657594.293,1071.068,231.136,1.963,34498627.162,417.398,48.98,,
2021-12-19 14:00:00 +0000,ok,3821.377,105566252.667,230.725,8.955,26399783.4,2074.701,231.115,5.027,44658656.032,1070.108,231.08,2.993,34499238.167,676.567,48.981,,
2021-12-19 15:00:00 +0000,ok,3544.12,105569951.918,230.74,8.996,26401921.348,2081.723,231.129,4.979,44659723.267,1057.696,231.144,1.893,34499722.08,404.702,48.98,,
2021-12-19 16:00:00 +0000,ok,1843.371,105572663.9,230.828,1.797,26403154.533,391.347,231.117,4.908,44660790.7,1040.48,231.121,1.937,34500140.167,411.545,48.981,,
2021-12-19 17:00:00 +0000,ok,1853.658,105574481.072,230.844,1.713,26403505.867,366.622,231.11,5.024,44661845.05,1071.88,231.118,1.939,34500548.933,415.156,48.981,,
2021-12-19 18:00:00 +0000,ok,1837.606,105576317.733,230.889,1.617,26403867.633,345.808,231.082,5.032,44662905.367,1078.727,231.122,1.926,34500962.933,413.071,49.303,,
2021-12-19 19:00:00 +0000,ok,1868.735,105578135.633,230.917,1.842,26404221.4,402.405,231.064,4.936,44663963.998,1051.852,231.058,1.938,34501373.4,414.478,49.985,,
2021-12-19 20:00:00 +0000,ok,1950.823,105580098.767,230.788,2.252,26404714.8,496.975,231.04,4.877,44665022.041,1044.607,231.097,1.902,34501781.1,409.241,49.983,,
2021-12-19 21:00:00 +0000,ok,1792.353,105581963.9,230.996,1.609,26405115.267,345.557,231.029,4.841,44666074.8,1037.567,231.102,1.878,34502193.933,409.229,49.984,,
2021-12-19 22:00:00 +0000,ok,1775.915,105583754.833,230.998,1.586,26405456.686,333.734,231.019,4.845,44667117.002,1038.951,231.111,1.855,34502598.967,403.23,49.984,,
2021-12-19 23:00:00 +0000,ok,1814.132,105585538.711,231.0,1.639,26405773.633,325.82,231.017,4.818,44668148.267,1033.824,231.078,2.064,34503036.767,454.488,49.983,,
2021-12-20 00:00:00 +0000,ok,1900.47,105587408.575,230.852,1.974,26406171.3,430.63,231.024,4.973,44669183.107,1060.551,231.042,1.811,34503473.067,409.289,49.984,,
2021-12-20 01:00:00 +0000,ok,4467.915,105590074.023,230.962,5.71,26406813.07,1201.783,231.118,8.473,44670490.661,1878.591,231.002,6.618,34504191.733,1387.541,49.985,,
2021-12-20 02:00:00 +0000,ok,11635.497,105598594.319,229.883,18.294,26409370.215,3603.679,230.065,20.205,44673683.433,4203.629,229.977,19.449,34506960.777,3828.19,50.555,,
2021-12-20 03:00:00 +0000,ok,11495.324,105610219.263,229.728,17.765,26412974.497,3582.849,229.853,19.48,44677878.28,4134.204,229.869,18.692,34510786.493,3778.271,51.704,,
2021-12-20 04:00:00 +0000,ok,9054.523,105621049.903,229.871,13.288,26416343.533,2708.481,230.074,14.485,44681706.732,3145.4,230.03,15.305,34514420.111,3200.634,51.807,,
2021-12-20 05:00:00 +0000,ok,4354.461,105627272.071,230.663,4.612,26417991.933,1020.965,230.748,7.366,44683927.749,1683.334,230.649,7.507,34516772.81,1650.162,51.897,,
2021-12-20 06:00:00 +0000,ok,10765.845,105634578.473,229.435,16.493,26420113.318,3346.481,229.479,18.391,44686677.021,3920.566,229.56,17.239,34519207.726,3498.798,51.829,,
2021-12-20 07:00:00 +0000,ok,11956.182,105646031.106,229.322,18.555,26423774.707,3813.695,229.468,19.22,44690753.927,4099.628,229.31,19.851,34522922.75,4042.692,51.819,,
2021-12-20 08:00:00 +0000,ok,10223.55,105657561.948,229.863,13.427,26427189.828,2809.474,229.974,15.025,44694554.345,3300.054,229.309,19.764,34527237.088,4114.033,51.841,,
2021-12-20 09:00:00 +0000,ok,9179.006,105667622.689,230.309,15.029,26430420.201,3423.405,230.499,11.367,44697568.511,2522.261,229.665,15.595,34531054.99,3233.333,50.621,,
2021-12-20 10:00:00 +0000,ok,3425.083,105673262.952,230.799,8.424,26432874.9,1930.054,230.943,5.117,44699185.4,1092.029,230.903,1.88,34532622.1,403.0,48.98,,
