timestamp,solar_irradiance,solar_irradiance_forecast_sarimax_v3
2025-02-23 03:00:00+07:00,0.007,-0.2896723023336504
2025-02-23 03:10:00+07:00,0.008,-0.2896723023336504
2025-02-23 03:20:00+07:00,0.006,-0.2896723023336504
2025-02-23 03:30:00+07:00,0.008,-0.2896723023336504
2025-02-23 03:40:00+07:00,0.002,-0.2896723023336504
2025-02-23 03:50:00+07:00,0.003,0.33936455369258456
2025-02-23 04:00:00+07:00,0.005,0.33936455369258456
2025-02-23 04:20:00+07:00,0.006,0.33936455369258456
2025-02-23 04:30:00+07:00,0.009,0.33936455369258456
2025-02-23 04:40:00+07:00,0.007,0.33936455369258456
2025-02-23 04:50:00+07:00,0.007,0.33936455369258456
2025-02-23 05:00:00+07:00,0.002,-0.4106835242260544
2025-02-23 05:10:00+07:00,0.001,-0.4106835242260544
2025-02-23 05:20:00+07:00,0.002,-0.4106835242260544
2025-02-23 05:30:00+07:00,0.004,-0.4106835242260544
2025-02-23 05:40:00+07:00,0.004,-0.4106835242260544
2025-02-23 05:50:00+07:00,0.002,-0.4106835242260544
2025-02-23 06:00:00+07:00,0.004,2.3528450831886647
2025-02-23 06:10:00+07:00,0.005,2.3528450831886647
2025-02-23 06:20:00+07:00,0.007,2.3528450831886647
2025-02-23 06:30:00+07:00,0.132,2.3528450831886647
2025-02-23 06:40:00+07:00,1.056,2.3528450831886647
2025-02-23 06:50:00+07:00,3.202,2.3528450831886647
2025-02-23 07:00:00+07:00,5.308,64.14700026824221
2025-02-23 07:10:00+07:00,5.466,64.14700026824221
2025-02-23 07:20:00+07:00,4.117,64.14700026824221
2025-02-23 07:30:00+07:00,6.414,64.14700026824221
2025-02-23 07:40:00+07:00,8.762,64.14700026824221
2025-02-23 07:50:00+07:00,14.898,64.14700026824221
2025-02-23 08:00:00+07:00,25.298,168.74643846171722
2025-02-23 08:10:00+07:00,34.627,168.74643846171722
2025-02-23 08:20:00+07:00,45.444,168.74643846171722
2025-02-23 08:30:00+07:00,47.906,168.74643846171722
2025-02-23 08:40:00+07:00,90.889,168.74643846171722
2025-02-23 08:50:00+07:00,85.714,168.74643846171722
2025-02-23 09:00:00+07:00,89.269,249.15346957074186
2025-02-23 09:10:00+07:00,215.898,249.15346957074186
2025-02-23 09:20:00+07:00,468.911,249.15346957074186
2025-02-23 09:30:00+07:00,404.847,249.15346957074186
2025-02-23 09:40:00+07:00,564.328,249.15346957074186
2025-02-23 09:50:00+07:00,555.879,249.15346957074186
2025-02-23 10:00:00+07:00,396.292,597.4974671249482
2025-02-23 10:10:00+07:00,549.499,597.4974671249482
2025-02-23 10:20:00+07:00,502.025,597.4974671249482
2025-02-23 10:30:00+07:00,649.61,597.4974671249482
2025-02-23 10:40:00+07:00,666.084,597.4974671249482
2025-02-23 10:50:00+07:00,671.861,597.4974671249482
2025-02-23 11:00:00+07:00,687.031,701.3602800624411
2025-02-23 11:10:00+07:00,700.164,701.3602800624411
2025-02-23 11:20:00+07:00,712.789,701.3602800624411
2025-02-23 11:30:00+07:00,721.579,701.3602800624411
2025-02-23 11:40:00+07:00,731.851,701.3602800624411
2025-02-23 11:50:00+07:00,731.68,701.3602800624411
2025-02-23 12:00:00+07:00,740.949,730.6314811466108
2025-02-23 12:10:00+07:00,745.441,730.6314811466108
2025-02-23 12:20:00+07:00,741.969,730.6314811466108
2025-02-23 12:30:00+07:00,743.215,730.6314811466108
2025-02-23 12:40:00+07:00,748.573,730.6314811466108
2025-02-23 12:50:00+07:00,733.582,730.6314811466108
2025-02-23 13:00:00+07:00,734.897,716.0711923170644
2025-02-23 13:10:00+07:00,723.281,716.0711923170644
2025-02-23 13:20:00+07:00,716.332,716.0711923170644
2025-02-23 13:30:00+07:00,701.223,716.0711923170644
2025-02-23 13:40:00+07:00,703.394,716.0711923170644
2025-02-23 13:50:00+07:00,700.479,716.0711923170644
2025-02-23 14:00:00+07:00,689.692,584.4216585165976
2025-02-23 14:10:00+07:00,645.967,584.4216585165976
2025-02-23 14:20:00+07:00,611.984,584.4216585165976
2025-02-23 14:30:00+07:00,581.494,584.4216585165976
2025-02-23 14:40:00+07:00,614.671,584.4216585165976
2025-02-23 14:50:00+07:00,555.299,584.4216585165976
2025-02-23 15:00:00+07:00,360.748,463.25303095405457
2025-02-23 15:10:00+07:00,231.635,463.25303095405457
2025-02-23 15:20:00+07:00,168.3,463.25303095405457
2025-02-23 15:30:00+07:00,225.484,463.25303095405457
2025-02-23 15:40:00+07:00,194.972,463.25303095405457
2025-02-23 15:50:00+07:00,144.827,463.25303095405457
2025-02-23 16:00:00+07:00,132.08,-33.51605810788314
2025-02-23 16:10:00+07:00,133.061,-33.51605810788314
2025-02-23 16:20:00+07:00,120.352,-33.51605810788314
2025-02-23 16:30:00+07:00,56.002,-33.51605810788314
2025-02-23 16:40:00+07:00,48.782,-33.51605810788314
2025-02-23 16:50:00+07:00,51.868,-33.51605810788314
2025-02-23 17:00:00+07:00,59.539,-9.157041946512209
2025-02-23 17:10:00+07:00,50.231,-9.157041946512209
2025-02-23 17:20:00+07:00,46.317,-9.157041946512209
2025-02-23 17:30:00+07:00,42.033,-9.157041946512209
2025-02-23 17:40:00+07:00,32.074,-9.157041946512209
2025-02-23 17:50:00+07:00,15.601,-9.157041946512209
2025-02-23 18:00:00+07:00,10.884,33.343821715298866
2025-02-23 18:10:00+07:00,10.047,33.343821715298866
2025-02-23 18:20:00+07:00,7.547,33.343821715298866
2025-02-23 18:30:00+07:00,1.864,33.343821715298866
2025-02-23 18:40:00+07:00,0.156,33.343821715298866
2025-02-23 18:50:00+07:00,0.032,33.343821715298866
2025-02-23 19:00:00+07:00,0.009,-31.330306197337503
2025-02-23 19:10:00+07:00,0.004,-31.330306197337503
2025-02-23 19:20:00+07:00,0.002,-31.330306197337503
2025-02-23 19:30:00+07:00,0.002,-31.330306197337503
2025-02-23 19:40:00+07:00,0.001,-31.330306197337503
2025-02-23 19:50:00+07:00,0.002,-31.330306197337503
2025-02-23 20:00:00+07:00,0.008,22.530848414889434
2025-02-23 20:10:00+07:00,0.008,22.530848414889434
2025-02-23 20:20:00+07:00,0.009,22.530848414889434
2025-02-23 20:30:00+07:00,0.009,22.530848414889434
