timestamp,solar_irradiance,solar_irradiance_forecast_sarimax_v1
2025-02-23 03:00:00+07:00,0.007,0.0106883017273111
2025-02-23 03:10:00+07:00,0.008,0.0103635468492337
2025-02-23 03:20:00+07:00,0.006,0.0100322835202504
2025-02-23 03:30:00+07:00,0.008,0.0097039258109388
2025-02-23 03:40:00+07:00,0.002,0.0093827048181776
2025-02-23 03:50:00+07:00,0.003,0.0026602292687961
2025-02-23 04:00:00+07:00,0.005,0.0021336042096201
2025-02-23 04:20:00+07:00,0.006,0.0018562530932343
2025-02-23 04:30:00+07:00,0.009,0.0016972107727133
2025-02-23 04:40:00+07:00,0.007,0.0015948047783334
2025-02-23 04:50:00+07:00,0.007,0.0015199767215018
2025-02-23 05:00:00+07:00,0.002,0.0068485301801085
2025-02-23 05:10:00+07:00,0.001,0.0066086978222543
2025-02-23 05:20:00+07:00,0.002,0.0063825616008998
2025-02-23 05:30:00+07:00,0.004,0.006166660556524
2025-02-23 05:40:00+07:00,0.004,0.0059592390089389
2025-02-23 05:50:00+07:00,0.002,0.0057593481177362
2025-02-23 06:00:00+07:00,0.004,0.0023022035267369
2025-02-23 06:10:00+07:00,0.005,0.0021047306090669
2025-02-23 06:20:00+07:00,0.007,0.0019776253477655
2025-02-23 06:30:00+07:00,0.132,0.0018847819424277
2025-02-23 06:40:00+07:00,1.056,0.0018091687643449
2025-02-23 06:50:00+07:00,3.202,0.0017427328270554
2025-02-23 07:00:00+07:00,5.308,2.9376554367736545
2025-02-23 07:10:00+07:00,5.466,3.0941003405039087
2025-02-23 07:20:00+07:00,4.117,3.110474904474441
2025-02-23 07:30:00+07:00,6.414,3.0628401216176178
2025-02-23 07:40:00+07:00,8.762,2.986930430113671
2025-02-23 07:50:00+07:00,14.898,2.8995024988726046
2025-02-23 08:00:00+07:00,25.298,14.020620855318722
2025-02-23 08:10:00+07:00,34.627,14.323250295155358
2025-02-23 08:20:00+07:00,45.444,14.207267419240118
2025-02-23 08:30:00+07:00,47.906,13.9029076585572
2025-02-23 08:40:00+07:00,90.889,13.518243349520844
2025-02-23 08:50:00+07:00,85.714,13.103859777105802
2025-02-23 09:00:00+07:00,89.269,87.26619097198488
2025-02-23 09:10:00+07:00,215.898,86.62879603470378
2025-02-23 09:20:00+07:00,468.911,84.80472024299428
2025-02-23 09:30:00+07:00,404.847,82.47311447375407
2025-02-23 09:40:00+07:00,564.328,79.95191900787552
2025-02-23 09:50:00+07:00,555.879,77.3891254538656
2025-02-23 10:00:00+07:00,396.292,554.1731732001081
2025-02-23 10:10:00+07:00,549.499,545.5850945622411
2025-02-23 10:20:00+07:00,502.025,532.016468874142
2025-02-23 10:30:00+07:00,649.61,516.4224318471499
2025-02-23 10:40:00+07:00,666.084,500.1831718533929
2025-02-23 10:50:00+07:00,671.861,483.93797640874607
2025-02-23 11:00:00+07:00,687.031,659.8328300660276
2025-02-23 11:10:00+07:00,700.164,645.2292318486195
2025-02-23 11:20:00+07:00,712.789,627.1594787845722
2025-02-23 11:30:00+07:00,721.579,607.8329371563141
2025-02-23 11:40:00+07:00,731.851,588.2769259037884
2025-02-23 11:50:00+07:00,731.68,568.9628461655604
2025-02-23 12:00:00+07:00,740.949,710.3429717591987
2025-02-23 12:10:00+07:00,745.441,691.2746171196218
2025-02-23 12:20:00+07:00,741.969,670.3583800341884
2025-02-23 12:30:00+07:00,743.215,648.9719310213911
2025-02-23 12:40:00+07:00,748.573,627.7503129116695
2025-02-23 12:50:00+07:00,733.582,606.9794938934274
2025-02-23 13:00:00+07:00,734.897,712.6308661896867
2025-02-23 13:10:00+07:00,723.281,691.7949180054424
2025-02-23 13:20:00+07:00,716.332,670.0653712594628
2025-02-23 13:30:00+07:00,701.223,648.3141286487997
2025-02-23 13:40:00+07:00,703.394,626.9382114549285
2025-02-23 13:50:00+07:00,700.479,606.111581865142
2025-02-23 14:00:00+07:00,689.692,677.8527415799192
2025-02-23 14:10:00+07:00,645.967,658.6264360081368
2025-02-23 14:20:00+07:00,611.984,638.2165156236763
2025-02-23 14:30:00+07:00,581.494,617.6295987404835
2025-02-23 14:40:00+07:00,614.671,597.3267403276508
2025-02-23 14:50:00+07:00,555.299,577.5126483795369
2025-02-23 15:00:00+07:00,360.748,544.1513409126369
2025-02-23 15:10:00+07:00,231.635,524.9693427812174
2025-02-23 15:20:00+07:00,168.3,506.9465260201425
2025-02-23 15:30:00+07:00,225.484,489.7702001916324
2025-02-23 15:40:00+07:00,194.972,473.2831287580453
2025-02-23 15:50:00+07:00,144.827,457.4015772004196
2025-02-23 16:00:00+07:00,132.08,144.97435121496727
2025-02-23 16:10:00+07:00,133.061,136.13087488059836
2025-02-23 16:20:00+07:00,120.352,129.6971347777982
2025-02-23 16:30:00+07:00,56.002,124.47354305268122
2025-02-23 16:40:00+07:00,48.782,119.89296480759164
2025-02-23 16:50:00+07:00,51.868,115.68601763468314
2025-02-23 17:00:00+07:00,59.539,45.268842579420095
2025-02-23 17:10:00+07:00,50.231,42.82502013696367
2025-02-23 17:20:00+07:00,46.317,40.95490854463802
2025-02-23 17:30:00+07:00,42.033,39.37890163676997
