latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.40001,0.5,17.0,3600,Europe/London,BST

time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),weathercode (wmo code),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (km/h),windspeed_100m (km/h)
2023-03-01T00:00,3.0,87,1.1,0.00,1,41,45,0,0,0.0,0.0,0.0,0.0,9.2,18.2
2023-03-01T01:00,2.8,86,0.7,0.00,1,48,53,0,0,0.0,0.0,0.0,0.0,7.9,17.3
2023-03-01T02:00,2.7,86,0.6,0.00,2,50,56,0,0,0.0,0.0,0.0,0.0,8.2,18.4
2023-03-01T03:00,2.7,87,0.7,0.00,2,60,67,0,0,0.0,0.0,0.0,0.0,10.2,20.4
2023-03-01T04:00,2.7,88,1.0,0.00,2,61,68,0,0,0.0,0.0,0.0,0.0,11.2,21.6
2023-03-01T05:00,2.9,90,1.4,0.00,2,72,80,0,0,0.0,0.0,0.0,0.0,12.1,22.1
2023-03-01T06:00,3.2,90,1.7,0.00,2,79,88,0,0,0.0,0.0,0.0,0.0,11.6,21.3
2023-03-01T07:00,3.3,91,1.9,0.00,3,84,93,0,0,0.0,0.0,0.0,0.0,11.2,20.1
2023-03-01T08:00,3.8,93,2.8,0.00,3,82,91,0,0,1.0,0.0,1.0,0.0,11.5,20.8
2023-03-01T09:00,4.3,93,3.2,0.00,2,79,88,0,0,38.0,13.0,25.0,0.0,13.1,21.9
2023-03-01T10:00,4.9,88,3.1,0.00,2,58,64,0,0,104.0,28.0,76.0,112.5,17.6,25.3
2023-03-01T11:00,5.8,80,2.6,0.10,51,74,82,0,0,204.0,85.0,119.0,168.0,16.1,22.6
2023-03-01T12:00,6.3,75,2.3,0.10,51,87,94,0,7,242.0,127.0,115.0,258.7,17.5,24.7
2023-03-01T13:00,6.9,71,2.0,0.10,51,85,93,0,5,301.0,148.0,153.0,293.4,18.6,26.1
2023-03-01T14:00,7.1,69,1.8,0.20,51,85,94,0,0,278.0,87.0,191.0,234.2,18.1,25.1
2023-03-01T15:00,7.1,70,1.9,0.00,3,84,92,2,0,214.0,71.0,143.0,154.6,17.9,25.3
2023-03-01T16:00,6.9,72,2.2,0.00,2,75,83,0,0,184.0,58.0,126.0,138.3,17.1,23.9
2023-03-01T17:00,6.6,75,2.4,0.00,2,76,84,0,0,178.0,92.0,86.0,228.8,14.6,21.5
2023-03-01T18:00,5.9,80,2.7,0.00,2,69,77,0,0,82.0,39.0,43.0,293.0,12.5,21.0
2023-03-01T19:00,5.0,84,2.6,0.00,2,53,59,0,0,9.0,2.0,7.0,59.0,12.0,21.0
2023-03-01T20:00,4.7,90,3.1,0.00,2,54,60,0,0,0.0,0.0,0.0,0.0,11.8,22.1
2023-03-01T21:00,4.3,91,3.0,0.00,2,52,58,0,0,0.0,0.0,0.0,0.0,12.6,22.7
2023-03-01T22:00,3.9,91,2.5,0.00,2,51,57,0,0,0.0,0.0,0.0,0.0,13.2,23.4
2023-03-01T23:00,3.6,88,1.7,0.00,1,37,41,0,0,0.0,0.0,0.0,0.0,13.6,25.2
2023-03-02T00:00,3.3,85,1.1,0.00,1,30,33,0,0,0.0,0.0,0.0,0.0,13.5,25.3
2023-03-02T01:00,3.1,84,0.7,0.00,0,14,16,0,0,0.0,0.0,0.0,0.0,13.5,25.7
2023-03-02T02:00,2.8,84,0.4,0.00,0,8,9,0,0,0.0,0.0,0.0,0.0,12.7,25.5
2023-03-02T03:00,2.6,85,0.3,0.00,0,1,1,0,0,0.0,0.0,0.0,0.0,12.9,26.0
2023-03-02T04:00,2.1,87,0.2,0.00,0,4,4,0,0,0.0,0.0,0.0,0.0,12.9,26.6
2023-03-02T05:00,2.0,87,0.1,0.00,0,5,5,0,0,0.0,0.0,0.0,0.0,12.9,26.4
2023-03-02T06:00,1.8,88,0.0,0.00,0,10,11,0,0,0.0,0.0,0.0,0.0,13.0,26.4
2023-03-02T07:00,1.7,89,0.0,0.00,0,9,10,0,0,0.0,0.0,0.0,0.0,13.7,27.5
2023-03-02T08:00,1.9,90,0.5,0.00,0,16,18,0,0,2.0,0.0,2.0,0.0,14.7,28.4
2023-03-02T09:00,2.9,89,1.3,0.00,1,29,32,0,0,72.0,40.0,32.0,164.3,16.1,27.1
2023-03-02T10:00,4.7,81,1.8,0.00,1,47,52,0,0,207.0,142.0,65.0,468.4,17.6,25.7
2023-03-02T11:00,5.8,73,1.3,0.00,2,53,59,0,0,319.0,220.0,99.0,587.4,19.4,26.3
2023-03-02T12:00,6.3,70,1.1,0.00,1,34,38,0,0,350.0,189.0,161.0,504.5,18.9,25.8
2023-03-02T13:00,6.5,69,1.2,0.00,1,29,32,0,0,364.0,171.0,193.0,361.6,19.6,26.2
2023-03-02T14:00,6.8,68,1.3,0.00,1,24,27,0,0,402.0,223.0,179.0,379.5,19.9,26.7
2023-03-02T15:00,6.7,68,1.3,0.00,0,19,21,0,0,358.0,206.0,152.0,433.6,19.7,26.6
2023-03-02T16:00,6.5,69,1.3,0.00,0,9,10,0,0,305.0,166.0,139.0,416.0,19.0,26.2
2023-03-02T17:00,6.2,71,1.3,0.00,0,9,10,0,0,209.0,123.0,86.0,411.1,18.1,26.2
2023-03-02T18:00,5.6,75,1.5,0.00,0,10,11,0,0,105.0,51.0,54.0,369.8,15.8,26.4
2023-03-02T19:00,4.9,79,1.5,0.00,1,26,29,0,0,11.0,3.0,8.0,81.9,17.0,29.6
2023-03-02T20:00,4.5,83,1.8,0.00,1,32,35,0,0,0.0,0.0,0.0,0.0,18.6,31.5
2023-03-02T21:00,4.1,85,1.8,0.00,2,67,74,0,0,0.0,0.0,0.0,0.0,19.3,31.6
2023-03-02T22:00,4.0,85,1.7,0.00,2,73,81,0,0,0.0,0.0,0.0,0.0,18.1,29.3
2023-03-02T23:00,4.0,85,1.7,0.00,2,65,72,0,0,0.0,0.0,0.0,0.0,16.7,27.4
2023-03-03T00:00,4.0,85,1.7,0.00,2,58,64,0,0,0.0,0.0,0.0,0.0,16.8,27.8
2023-03-03T01:00,3.9,86,1.9,0.00,1,40,44,0,0,0.0,0.0,0.0,0.0,16.9,28.2
2023-03-03T02:00,3.8,88,2.0,0.00,1,38,42,0,0,0.0,0.0,0.0,0.0,17.1,28.7
2023-03-03T03:00,3.7,89,2.0,0.00,1,39,43,0,0,0.0,0.0,0.0,0.0,16.8,28.7
2023-03-03T04:00,3.7,89,2.0,0.00,1,41,45,0,0,0.0,0.0,0.0,0.0,15.7,27.5
2023-03-03T05:00,3.4,90,1.9,0.00,1,30,33,0,0,0.0,0.0,0.0,0.0,15.1,27.2
2023-03-03T06:00,3.2,91,1.8,0.00,2,52,58,0,0,0.0,0.0,0.0,0.0,15.4,27.4
2023-03-03T07:00,3.5,88,1.7,0.00,2,65,72,0,0,0.0,0.0,0.0,0.0,15.6,26.9
2023-03-03T08:00,3.6,87,1.7,0.00,2,75,83,0,0,1.0,0.0,1.0,0.0,15.0,26.4
2023-03-03T09:00,4.0,86,1.9,0.00,2,63,70,0,0,44.0,17.0,27.0,71.7,15.0,25.3
2023-03-03T10:00,4.7,80,1.6,0.00,2,65,72,0,0,105.0,28.0,77.0,129.3,20.4,29.1
2023-03-03T11:00,5.3,74,1.1,0.00,2,70,78,0,0,178.0,64.0,114.0,136.2,18.6,25.7
2023-03-03T12:00,5.8,71,1.0,0.00,3,84,93,0,0,215.0,71.0,144.0,163.5,18.2,24.8
2023-03-03T13:00,6.1,70,0.9,0.00,3,90,100,0,0,220.0,69.0,151.0,142.3,17.2,23.1
2023-03-03T14:00,6.4,68,1.0,0.00,3,90,100,0,0,258.0,71.0,187.0,131.2,16.4,21.8
2023-03-03T15:00,6.6,66,0.7,0.00,3,87,97,0,0,230.0,99.0,131.0,172.5,15.8,21.1
2023-03-03T16:00,6.5,66,0.6,0.00,3,85,94,0,0,172.0,47.0,125.0,161.5,15.6,21.3
2023-03-03T17:00,6.5,67,0.8,0.00,3,82,91,0,0,132.0,35.0,97.0,110.7,15.3,21.6
2023-03-03T18:00,6.2,69,1.0,0.00,2,68,75,0,0,73.0,18.0,55.0,112.7,12.8,20.6
2023-03-03T19:00,5.3,73,0.9,0.00,2,66,73,0,0,11.0,2.0,9.0,32.7,11.3,20.6
2023-03-03T20:00,4.9,76,1.0,0.00,2,59,66,0,0,0.0,0.0,0.0,0.0,11.1,21.3
2023-03-03T21:00,4.3,79,0.9,0.00,1,42,47,0,0,0.0,0.0,0.0,0.0,10.7,21.9
2023-03-03T22:00,3.7,82,1.0,0.00,1,44,49,0,0,0.0,0.0,0.0,0.0,10.7,22.4
2023-03-03T23:00,3.2,86,1.1,0.00,1,49,54,0,0,0.0,0.0,0.0,0.0,8.3,19.6
2023-03-04T00:00,2.9,90,1.4,0.00,1,39,43,0,0,0.0,0.0,0.0,0.0,9.0,20.4
2023-03-04T01:00,2.9,92,1.7,0.00,1,44,49,0,0,0.0,0.0,0.0,0.0,9.7,21.1
2023-03-04T02:00,3.0,93,2.0,0.00,2,60,67,0,0,0.0,0.0,0.0,0.0,10.4,21.1
2023-03-04T03:00,3.0,93,2.0,0.00,2,61,68,0,0,0.0,0.0,0.0,0.0,10.8,20.7
2023-03-04T04:00,3.4,91,2.1,0.00,2,67,74,0,0,0.0,0.0,0.0,0.0,10.1,20.6
2023-03-04T05:00,3.2,92,1.9,0.00,2,58,64,0,0,0.0,0.0,0.0,0.0,10.2,20.2
2023-03-04T06:00,3.2,91,1.9,0.00,2,65,72,0,0,0.0,0.0,0.0,0.0,10.4,19.5
2023-03-04T07:00,3.2,91,1.8,0.00,2,66,73,0,0,0.0,0.0,0.0,0.0,10.7,20.5
2023-03-04T08:00,3.6,87,1.6,0.00,2,67,74,0,0,2.0,0.0,2.0,0.0,11.6,21.4
2023-03-04T09:00,4.1,86,2.0,0.00,2,69,77,0,0,46.0,19.0,27.0,77.5,12.0,20.8
2023-03-04T10:00,4.9,82,2.0,0.00,2,68,75,0,0,103.0,23.0,80.0,122.8,14.6,20.7
2023-03-04T11:00,5.5,77,1.8,0.00,3,86,96,0,0,185.0,70.0,115.0,128.6,14.8,20.6
2023-03-04T12:00,6.2,72,1.6,0.00,3,81,90,0,0,251.0,101.0,150.0,201.2,14.1,19.1
2023-03-04T13:00,6.8,69,1.5,0.00,3,86,95,0,0,279.0,109.0,170.0,217.0,13.3,17.6
2023-03-04T14:00,7.1,68,1.5,0.00,3,86,96,0,0,240.0,55.0,185.0,157.5,12.2,16.2
2023-03-04T15:00,7.2,68,1.7,0.00,3,86,96,0,0,192.0,47.0,145.0,95.6,11.6,15.9
2023-03-04T16:00,7.1,70,2.0,0.00,3,90,100,0,0,150.0,37.0,113.0,90.4,12.4,17.2
2023-03-04T17:00,7.0,71,2.1,0.00,3,90,100,0,0,118.0,34.0,84.0,100.0,11.5,17.0
2023-03-04T18:00,6.6,75,2.5,0.00,3,86,95,0,0,55.0,13.0,42.0,96.2,10.4,17.3
2023-03-04T19:00,6.1,79,2.6,0.00,3,90,100,0,0,6.0,0.0,6.0,22.0,10.2,17.8
2023-03-04T20:00,5.3,79,2.0,0.00,2,76,84,0,0,0.0,0.0,0.0,0.0,9.5,17.9
2023-03-04T21:00,5.1,79,1.8,0.00,2,78,87,0,0,0.0,0.0,0.0,0.0,9.3,17.2
2023-03-04T22:00,4.7,81,1.6,0.00,2,78,87,0,0,0.0,0.0,0.0,0.0,9.0,17.2
2023-03-04T23:00,4.3,82,1.5,0.00,2,77,86,0,0,0.0,0.0,0.0,0.0,7.9,16.1
2023-03-05T00:00,4.2,81,1.3,0.00,3,82,91,0,0,0.0,0.0,0.0,0.0,8.3,16.6
2023-03-05T01:00,4.0,81,1.1,0.00,3,82,91,0,0,0.0,0.0,0.0,0.0,8.2,16.6
2023-03-05T02:00,3.8,82,1.0,0.00,3,83,91,1,0,0.0,0.0,0.0,0.0,8.4,16.8
2023-03-05T03:00,3.6,82,0.8,0.00,3,80,86,1,8,0.0,0.0,0.0,0.0,8.7,16.7
2023-03-05T04:00,3.5,82,0.7,0.00,2,77,83,0,7,0.0,0.0,0.0,0.0,9.2,16.8
2023-03-05T05:00,3.3,83,0.6,0.00,3,92,96,1,18,0.0,0.0,0.0,0.0,9.2,17.4
2023-03-05T06:00,3.1,83,0.5,0.00,3,100,89,1,84,0.0,0.0,0.0,0.0,9.4,17.1
2023-03-05T07:00,2.9,84,0.5,0.00,3,100,95,0,87,0.0,0.0,0.0,0.0,8.9,16.9
2023-03-05T08:00,2.8,78,-0.6,0.00,3,100,80,0,94,2.0,0.0,2.0,0.0,9.1,15.5
2023-03-05T09:00,2.9,79,-0.4,0.00,3,100,80,0,93,33.0,3.0,30.0,8.0,9.0,14.6
2023-03-05T10:00,3.5,76,-0.3,0.00,3,97,78,0,89,97.0,25.0,72.0,54.6,9.1,12.6
2023-03-05T11:00,4.3,73,-0.1,0.00,3,100,82,2,85,190.0,67.0,123.0,124.9,9.5,12.9
2023-03-05T12:00,5.0,64,-1.3,0.00,3,100,86,5,94,318.0,179.0,139.0,280.0,9.4,12.1
2023-03-05T13:00,5.3,61,-1.7,0.00,3,100,100,9,93,308.0,120.0,188.0,312.4,8.7,10.9
2023-03-05T14:00,5.4,60,-1.8,0.00,3,100,100,38,100,299.0,93.0,206.0,195.3,9.0,11.5
2023-03-05T15:00,5.4,59,-2.1,0.00,3,100,100,65,97,251.0,84.0,167.0,173.2,10.1,13.4
2023-03-05T16:00,5.1,58,-2.5,0.00,3,100,100,58,99,172.0,28.0,144.0,119.9,11.4,15.2
2023-03-05T17:00,4.6,58,-2.9,0.00,3,100,93,80,99,82.0,3.0,79.0,34.2,12.7,17.2
2023-03-05T18:00,4.3,59,-2.9,0.00,3,100,89,91,92,47.0,1.0,46.0,6.4,10.4,14.8
2023-03-05T19:00,3.9,63,-2.5,0.00,3,100,82,97,98,7.0,0.0,7.0,0.7,6.8,11.4
2023-03-05T20:00,3.5,70,-1.6,0.00,3,100,72,95,92,0.0,0.0,0.0,0.0,5.8,10.5
2023-03-05T21:00,3.3,72,-1.3,0.00,3,100,89,97,85,0.0,0.0,0.0,0.0,5.4,11.2
2023-03-05T22:00,3.1,74,-1.0,0.00,3,100,88,87,25,0.0,0.0,0.0,0.0,5.8,12.2
2023-03-05T23:00,2.9,78,-0.5,0.10,51,81,70,28,3,0.0,0.0,0.0,0.0,4.0,10.2
2023-03-06T00:00,2.4,83,-0.2,0.00,2,58,56,13,1,0.0,0.0,0.0,0.0,5.2,11.4
2023-03-06T01:00,1.9,87,-0.0,0.00,2,52,57,1,0,0.0,0.0,0.0,0.0,5.2,12.7
2023-03-06T02:00,1.4,91,0.0,0.00,1,32,35,0,1,0.0,0.0,0.0,0.0,5.6,13.5
2023-03-06T03:00,0.9,93,-0.1,0.00,1,35,26,0,39,0.0,0.0,0.0,0.0,6.0,14.6
2023-03-06T04:00,0.2,94,-0.6,0.00,1,30,10,0,69,0.0,0.0,0.0,0.0,6.4,15.8
2023-03-06T05:00,-0.2,96,-0.8,0.00,0,4,2,0,8,0.0,0.0,0.0,0.0,6.5,15.2
2023-03-06T06:00,-0.4,96,-1.0,0.00,0,14,2,2,37,0.0,0.0,0.0,0.0,6.5,15.8
2023-03-06T07:00,-0.5,96,-1.1,0.00,1,23,5,4,55,0.0,0.0,0.0,0.0,6.6,15.5
2023-03-06T08:00,-0.4,96,-0.9,0.00,2,68,24,45,66,5.0,1.0,4.0,0.0,9.2,17.6
2023-03-06T09:00,1.4,94,0.6,0.00,3,100,67,88,99,64.0,27.0,37.0,120.6,11.8,20.4
2023-03-06T10:00,3.2,90,1.8,0.20,51,100,92,99,100,132.0,64.0,68.0,227.4,13.0,21.5
2023-03-06T11:00,4.3,87,2.3,0.30,51,100,99,88,98,115.0,20.0,95.0,144.6,16.2,22.7
2023-03-06T12:00,4.9,88,3.0,0.20,51,100,100,65,87,86.0,0.0,86.0,17.3,18.6,26.4
2023-03-06T13:00,6.2,83,3.6,0.10,51,100,95,33,95,146.0,9.0,137.0,3.6,17.2,25.8
2023-03-06T14:00,7.3,82,4.4,0.10,51,100,45,50,100,233.0,50.0,183.0,50.6,17.6,24.8
2023-03-06T15:00,8.1,81,5.0,0.10,51,100,72,98,99,262.0,98.0,164.0,150.3,18.4,25.6
2023-03-06T16:00,8.2,80,5.0,0.10,51,100,86,99,99,202.0,36.0,166.0,146.3,19.5,28.0
2023-03-06T17:00,7.5,80,4.2,0.20,51,100,33,99,99,130.0,10.0,120.0,54.6,20.1,32.1
2023-03-06T18:00,6.9,82,4.0,0.20,51,100,55,98,97,53.0,0.0,53.0,13.5,19.2,32.1
2023-03-06T19:00,6.3,85,3.9,0.20,51,100,49,100,96,7.0,0.0,7.0,0.0,17.9,31.0
2023-03-06T20:00,5.9,87,3.9,0.20,51,100,57,96,97,0.0,0.0,0.0,0.0,16.7,29.8
2023-03-06T21:00,5.6,90,4.1,0.10,51,100,100,97,92,0.0,0.0,0.0,0.0,16.2,28.6
2023-03-06T22:00,5.1,92,3.9,0.10,51,100,95,76,93,0.0,0.0,0.0,0.0,15.5,27.5
2023-03-06T23:00,4.8,92,3.6,0.00,2,76,19,51,95,0.0,0.0,0.0,0.0,14.2,26.6
2023-03-07T00:00,4.3,94,3.3,0.00,3,84,31,44,99,0.0,0.0,0.0,0.0,12.8,25.1
2023-03-07T01:00,4.1,94,3.2,0.00,3,100,63,75,95,0.0,0.0,0.0,0.0,11.7,23.1
2023-03-07T02:00,4.1,95,3.4,0.00,3,100,85,91,92,0.0,0.0,0.0,0.0,11.5,21.8
2023-03-07T03:00,4.2,96,3.6,0.30,51,100,100,100,88,0.0,0.0,0.0,0.0,10.5,20.2
2023-03-07T04:00,4.4,96,3.8,0.80,53,100,100,98,64,0.0,0.0,0.0,0.0,12.1,19.3
2023-03-07T05:00,4.4,96,3.8,1.00,55,100,100,100,74,0.0,0.0,0.0,0.0,12.1,19.0
2023-03-07T06:00,4.0,98,3.7,0.60,53,100,100,100,75,0.0,0.0,0.0,0.0,13.0,19.4
2023-03-07T07:00,3.4,99,3.3,0.40,51,100,99,100,70,0.0,0.0,0.0,0.0,10.9,16.5
2023-03-07T08:00,2.0,99,1.8,0.20,51,100,98,100,78,1.0,0.0,1.0,0.0,9.4,14.3
2023-03-07T09:00,1.9,98,1.6,0.10,51,100,75,100,70,32.0,0.0,32.0,0.0,8.9,13.4
2023-03-07T10:00,2.7,88,0.8,0.10,51,100,81,99,41,119.0,16.0,103.0,27.6,9.9,13.4
2023-03-07T11:00,3.6,81,0.7,0.10,51,100,58,97,65,179.0,23.0,156.0,57.9,10.1,13.2
2023-03-07T12:00,4.4,75,0.4,0.10,51,100,66,100,57,238.0,40.0,198.0,62.3,10.3,13.4
2023-03-07T13:00,5.4,67,-0.2,0.10,51,100,42,99,9,360.0,132.0,228.0,165.0,10.8,14.2
2023-03-07T14:00,5.6,65,-0.4,0.10,51,100,45,99,0,321.0,106.0,215.0,230.4,10.7,14.6
2023-03-07T15:00,5.5,65,-0.5,0.10,51,96,39,99,6,268.0,55.0,213.0,146.4,10.8,14.7
2023-03-07T16:00,5.4,65,-0.6,0.10,51,77,19,99,2,257.0,80.0,177.0,137.7,10.3,13.7
2023-03-07T17:00,5.3,64,-1.0,0.00,2,79,23,97,0,213.0,89.0,124.0,230.0,8.2,11.1
2023-03-07T18:00,4.9,65,-1.1,0.00,1,41,0,68,0,119.0,56.0,63.0,292.0,4.3,8.2
2023-03-07T19:00,3.8,80,0.6,0.00,1,20,0,34,0,22.0,10.0,12.0,126.3,4.1,5.6
2023-03-07T20:00,2.3,84,-0.1,0.00,0,9,0,13,5,0.0,0.0,0.0,0.0,2.0,2.3
2023-03-07T21:00,1.2,90,-0.3,0.00,1,25,0,4,76,0.0,0.0,0.0,0.0,3.2,2.1
2023-03-07T22:00,0.1,94,-0.7,0.00,1,31,0,5,92,0.0,0.0,0.0,0.0,5.7,6.1
2023-03-07T23:00,-0.7,96,-1.3,0.00,2,52,21,7,96,0.0,0.0,0.0,0.0,7.6,12.0
2023-03-08T00:00,-0.5,96,-1.1,0.00,3,91,3,97,100,0.0,0.0,0.0,0.0,6.9,14.0
2023-03-08T01:00,-0.2,95,-1.0,0.00,2,69,9,56,90,0.0,0.0,0.0,0.0,7.9,17.7
2023-03-08T02:00,1.1,92,-0.1,0.00,3,100,21,100,100,0.0,0.0,0.0,0.0,9.9,20.6
2023-03-08T03:00,1.7,90,0.2,0.10,51,100,31,100,100,0.0,0.0,0.0,0.0,13.1,23.4
2023-03-08T04:00,1.7,90,0.2,0.20,51,100,28,100,100,0.0,0.0,0.0,0.0,16.9,27.5
2023-03-08T05:00,1.5,92,0.3,0.20,71,100,59,100,100,0.0,0.0,0.0,0.0,18.7,31.0
2023-03-08T06:00,1.5,93,0.4,0.10,73,100,93,100,100,0.0,0.0,0.0,0.0,20.2,32.8
2023-03-08T07:00,1.3,95,0.6,0.20,73,100,96,100,100,0.0,0.0,0.0,0.0,23.1,36.7
2023-03-08T08:00,1.4,97,0.9,0.30,73,100,85,86,87,2.0,0.0,2.0,0.0,24.9,38.9
2023-03-08T09:00,1.7,95,0.9,0.30,71,100,94,96,33,35.0,0.0,35.0,0.0,25.6,39.7
2023-03-08T10:00,1.9,92,0.8,0.30,51,100,90,100,2,56.0,9.0,47.0,15.8,27.4,41.5
2023-03-08T11:00,2.2,89,0.6,0.20,51,100,88,99,84,91.0,7.0,84.0,26.2,24.9,37.8
2023-03-08T12:00,2.4,90,0.9,0.20,51,100,100,100,100,83.0,0.0,83.0,7.6,23.8,35.7
2023-03-08T13:00,2.7,89,1.1,0.30,51,100,93,97,99,119.0,6.0,113.0,5.1,22.8,33.6
2023-03-08T14:00,2.5,92,1.4,0.50,53,100,100,100,97,94.0,0.0,94.0,5.0,20.6,32.5
2023-03-08T15:00,2.3,95,1.6,0.60,71,100,100,100,94,99.0,13.0,86.0,12.9,23.4,34.6
2023-03-08T16:00,2.2,96,1.7,0.60,53,100,100,100,95,80.0,0.0,80.0,13.8,22.1,34.1
2023-03-08T17:00,2.4,95,1.6,0.50,53,100,100,100,99,55.0,0.0,55.0,0.0,20.2,31.8
2023-03-08T18:00,2.4,94,1.6,0.40,71,100,100,100,97,30.0,0.0,30.0,0.0,19.1,32.4
2023-03-08T19:00,2.3,94,1.5,0.30,71,100,100,98,86,7.0,0.0,7.0,0.0,19.6,34.2
2023-03-08T20:00,2.5,98,2.2,0.50,53,100,100,90,87,0.0,0.0,0.0,0.0,20.1,32.1
2023-03-08T21:00,2.7,97,2.3,0.30,51,100,100,55,72,0.0,0.0,0.0,0.0,18.9,30.1
2023-03-08T22:00,2.9,96,2.4,0.10,51,100,98,48,81,0.0,0.0,0.0,0.0,17.6,28.5
2023-03-08T23:00,3.1,95,2.5,0.10,51,100,100,76,7,0.0,0.0,0.0,0.0,15.2,24.7
2023-03-09T00:00,3.2,95,2.5,0.60,53,100,100,76,24,0.0,0.0,0.0,0.0,16.6,26.3
2023-03-09T01:00,3.3,94,2.5,0.40,51,100,100,96,58,0.0,0.0,0.0,0.0,16.3,25.5
2023-03-09T02:00,3.3,96,2.7,0.40,51,100,100,98,7,0.0,0.0,0.0,0.0,13.9,24.1
2023-03-09T03:00,3.3,96,2.7,0.20,51,100,100,99,2,0.0,0.0,0.0,0.0,13.5,22.6
2023-03-09T04:00,3.4,96,2.7,0.10,51,100,100,85,45,0.0,0.0,0.0,0.0,12.6,20.9
2023-03-09T05:00,3.4,95,2.7,0.00,3,100,100,34,100,0.0,0.0,0.0,0.0,12.1,21.1
2023-03-09T06:00,3.5,95,2.8,0.10,51,100,100,27,87,0.0,0.0,0.0,0.0,10.4,19.6
2023-03-09T07:00,3.6,95,2.8,0.10,51,100,100,32,17,0.0,0.0,0.0,0.0,10.2,19.2
2023-03-09T08:00,3.7,94,2.8,0.00,3,100,100,27,59,2.0,0.0,2.0,0.0,11.6,20.6
2023-03-09T09:00,4.1,94,3.2,0.10,51,100,100,90,92,25.0,2.0,23.0,6.3,13.6,22.9
2023-03-09T10:00,4.5,94,3.6,0.70,53,100,100,97,88,48.0,3.0,45.0,12.9,15.4,24.7
2023-03-09T11:00,4.9,95,4.2,1.40,61,100,100,96,97,48.0,0.0,48.0,4.8,15.8,24.3
2023-03-09T12:00,5.9,96,5.3,0.70,53,100,100,71,99,90.0,2.0,88.0,0.9,16.3,24.6
2023-03-09T13:00,7.9,97,7.5,0.80,53,100,95,62,96,150.0,11.0,139.0,10.2,10.4,15.7
2023-03-09T14:00,9.6,96,8.9,0.60,53,100,100,67,100,191.0,35.0,156.0,43.5,8.9,19.8
2023-03-09T15:00,10.4,95,9.6,0.30,51,100,100,91,95,135.0,9.0,126.0,42.7,15.5,27.0
2023-03-09T16:00,10.5,92,9.2,0.30,51,100,61,69,96,87.0,3.0,84.0,10.5,17.4,29.2
2023-03-09T17:00,10.2,93,9.1,0.20,51,100,88,35,96,60.0,0.0,60.0,2.7,16.9,27.8
2023-03-09T18:00,9.9,93,8.9,0.20,51,100,97,45,74,51.0,1.0,50.0,3.0,14.8,25.8
2023-03-09T19:00,9.3,95,8.5,0.40,51,100,96,36,34,12.0,0.0,12.0,1.3,13.9,24.6
2023-03-09T20:00,8.8,97,8.4,0.20,51,100,98,47,21,0.0,0.0,0.0,0.0,11.6,22.1
2023-03-09T21:00,8.3,98,8.0,1.20,55,100,91,69,33,0.0,0.0,0.0,0.0,10.8,21.0
2023-03-09T22:00,8.2,98,7.9,0.40,51,100,90,84,33,0.0,0.0,0.0,0.0,9.9,19.6
2023-03-09T23:00,8.3,97,7.9,0.80,53,96,73,47,8,0.0,0.0,0.0,0.0,9.6,18.4
2023-03-10T00:00,8.4,95,7.6,1.10,55,100,79,46,14,0.0,0.0,0.0,0.0,10.4,21.3
2023-03-10T01:00,8.3,95,7.5,0.40,51,100,93,75,19,0.0,0.0,0.0,0.0,11.4,22.8
2023-03-10T02:00,8.5,96,7.8,0.40,51,100,100,100,66,0.0,0.0,0.0,0.0,11.6,22.6
2023-03-10T03:00,8.5,96,7.8,0.50,53,100,100,99,87,0.0,0.0,0.0,0.0,12.0,22.7
2023-03-10T04:00,8.4,96,7.8,0.60,53,100,100,95,87,0.0,0.0,0.0,0.0,11.7,22.5
2023-03-10T05:00,8.2,97,7.7,0.70,53,100,100,73,47,0.0,0.0,0.0,0.0,9.9,17.4
2023-03-10T06:00,8.0,98,7.7,0.60,53,100,100,76,14,0.0,0.0,0.0,0.0,7.6,13.3
2023-03-10T07:00,7.5,99,7.3,0.40,51,100,100,91,2,0.0,0.0,0.0,0.0,16.1,25.3
2023-03-10T08:00,5.9,99,5.8,0.20,51,100,100,96,0,2.0,0.0,2.0,0.0,23.4,35.9
2023-03-10T09:00,4.2,97,3.8,0.10,51,100,100,93,0,19.0,0.0,19.0,0.0,26.3,41.0
2023-03-10T10:00,3.2,96,2.7,0.30,51,100,100,98,0,37.0,0.0,37.0,0.0,30.1,45.1
2023-03-10T11:00,2.5,97,2.1,0.60,53,100,100,98,2,51.0,1.0,50.0,0.9,31.1,47.3
2023-03-10T12:00,2.7,94,1.8,0.50,53,100,96,100,2,94.0,3.0,91.0,2.0,36.9,55.2
2023-03-10T13:00,3.3,81,0.3,0.10,51,80,53,53,3,219.0,33.0,186.0,27.1,31.6,46.5
2023-03-10T14:00,4.0,75,-0.0,0.20,51,74,26,63,41,335.0,103.0,232.0,110.0,31.2,44.5
2023-03-10T15:00,4.5,69,-0.7,0.20,51,86,32,45,99,414.0,254.0,160.0,336.7,28.6,40.2
