latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.40001,0.5,17.0,3600,Europe/London,BST

time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),weathercode (wmo code),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (km/h),windspeed_100m (km/h)
2023-05-24T14:00,18.6,55,9.5,0.00,1,36,40,0,0,651.0,359.0,292.0,573.7,9.9,12.4
2023-05-24T15:00,18.8,56,9.8,0.00,2,75,83,0,0,528.0,223.0,305.0,343.6,10.9,14.1
2023-05-24T16:00,18.6,58,10.2,0.00,3,83,90,0,8,366.0,92.0,274.0,199.8,10.4,13.5
2023-05-24T17:00,18.0,62,10.7,0.00,3,83,75,0,51,251.0,19.0,232.0,74.1,10.0,12.7
2023-05-24T18:00,17.2,68,11.2,0.00,1,32,19,0,51,158.0,0.0,158.0,9.9,11.6,15.2
2023-05-24T19:00,16.3,74,11.7,0.00,1,22,24,0,1,117.0,14.0,103.0,6.4,12.6,17.9
2023-05-24T20:00,15.5,77,11.4,0.00,0,12,13,0,0,122.0,67.0,55.0,203.7,11.9,19.2
2023-05-24T21:00,13.7,82,10.6,0.00,0,5,6,0,0,23.0,9.0,14.0,165.8,9.7,18.6
2023-05-24T22:00,12.4,85,10.0,0.00,0,2,2,0,0,0.0,0.0,0.0,0.0,8.1,17.3
2023-05-24T23:00,11.5,88,9.5,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,15.1
2023-05-25T00:00,10.7,90,9.2,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,6.6,14.5
2023-05-25T01:00,9.8,93,8.7,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,6.9,14.0
2023-05-25T02:00,9.0,95,8.2,0.00,0,1,0,1,0,0.0,0.0,0.0,0.0,5.9,13.6
2023-05-25T03:00,8.6,95,7.9,0.00,0,4,0,6,0,0.0,0.0,0.0,0.0,5.9,13.7
2023-05-25T04:00,8.4,96,7.8,0.00,0,4,0,6,0,0.0,0.0,0.0,0.0,6.0,14.0
2023-05-25T05:00,8.4,96,7.7,0.00,0,1,0,2,0,0.0,0.0,0.0,0.0,7.0,15.0
2023-05-25T06:00,8.8,96,8.2,0.00,0,2,0,3,0,37.0,18.0,19.0,0.0,8.4,15.8
2023-05-25T07:00,10.7,91,9.3,0.00,0,1,0,1,0,155.0,99.0,56.0,353.8,8.9,13.2
2023-05-25T08:00,12.6,81,9.5,0.00,0,5,5,0,0,294.0,213.0,81.0,520.7,9.3,12.3
2023-05-25T09:00,13.8,72,8.9,0.00,0,2,2,0,0,464.0,367.0,97.0,648.2,10.5,13.2
2023-05-25T10:00,14.8,66,8.6,0.00,0,15,17,0,0,613.0,503.0,110.0,753.7,12.8,16.4
2023-05-25T11:00,15.5,63,8.6,0.00,2,72,80,0,0,719.0,585.0,134.0,785.1,14.9,19.0
2023-05-25T12:00,16.0,61,8.6,0.00,3,87,97,0,0,795.0,639.0,156.0,782.0,17.2,22.1
2023-05-25T13:00,16.2,61,8.6,0.00,3,85,94,0,0,828.0,632.0,196.0,765.8,18.5,24.0
2023-05-25T14:00,15.8,64,9.0,0.00,2,68,76,0,0,727.0,472.0,255.0,648.4,18.5,24.3
2023-05-25T15:00,15.5,67,9.3,0.00,2,69,77,0,0,639.0,380.0,259.0,505.6,18.6,24.1
2023-05-25T16:00,15.1,69,9.5,0.00,2,69,77,0,0,560.0,310.0,250.0,442.2,17.9,23.6
2023-05-25T17:00,14.7,71,9.5,0.00,2,58,64,0,1,474.0,271.0,203.0,425.1,17.8,23.7
2023-05-25T18:00,14.3,72,9.4,0.00,2,64,69,0,7,387.0,236.0,151.0,459.6,17.3,23.2
2023-05-25T19:00,13.6,74,9.0,0.00,1,21,17,0,19,252.0,154.0,98.0,472.5,16.7,22.6
2023-05-25T20:00,12.6,75,8.2,0.00,0,4,3,0,3,118.0,62.0,56.0,391.3,14.6,21.9
2023-05-25T21:00,11.6,77,7.7,0.00,0,1,1,0,0,22.0,9.0,13.0,147.3,14.7,24.3
2023-05-25T22:00,10.8,78,7.2,0.00,0,3,3,0,0,0.0,0.0,0.0,0.0,15.6,26.1
2023-05-25T23:00,10.2,80,6.9,0.00,0,2,2,0,0,0.0,0.0,0.0,0.0,16.0,27.0
2023-05-26T00:00,9.7,81,6.7,0.00,0,7,8,0,0,0.0,0.0,0.0,0.0,16.3,27.5
2023-05-26T01:00,9.4,84,6.7,0.00,1,23,25,0,0,0.0,0.0,0.0,0.0,15.8,27.1
2023-05-26T02:00,9.1,86,6.8,0.00,1,34,38,0,0,0.0,0.0,0.0,0.0,15.6,26.2
2023-05-26T03:00,8.9,87,6.9,0.00,2,57,63,0,0,0.0,0.0,0.0,0.0,15.3,25.6
2023-05-26T04:00,8.8,88,6.9,0.00,2,76,84,0,0,0.0,0.0,0.0,0.0,15.5,25.6
2023-05-26T05:00,8.8,88,7.0,0.00,2,59,65,0,0,0.0,0.0,0.0,0.0,15.3,25.9
2023-05-26T06:00,9.0,88,7.1,0.00,2,59,66,0,0,31.0,9.0,22.0,0.0,15.9,24.4
2023-05-26T07:00,10.0,82,7.0,0.00,3,87,97,0,0,118.0,45.0,73.0,167.3,20.4,28.9
2023-05-26T08:00,10.9,75,6.6,0.00,3,84,93,0,0,213.0,66.0,147.0,193.3,20.8,28.5
2023-05-26T09:00,11.5,73,6.8,0.00,3,88,98,0,0,322.0,126.0,196.0,208.1,20.9,28.4
2023-05-26T10:00,12.2,70,6.8,0.00,2,78,87,0,0,447.0,186.0,261.0,261.5,21.1,28.3
2023-05-26T11:00,13.0,67,7.0,0.00,2,68,76,0,0,616.0,349.0,267.0,372.7,18.7,24.6
2023-05-26T12:00,13.7,64,7.0,0.00,1,44,49,0,0,742.0,476.0,266.0,519.2,19.2,25.0
2023-05-26T13:00,14.3,60,6.6,0.00,0,17,19,0,0,853.0,692.0,161.0,693.6,19.8,25.8
2023-05-26T14:00,14.7,56,6.0,0.00,0,4,4,0,0,871.0,722.0,149.0,833.2,20.2,26.5
2023-05-26T15:00,14.9,54,5.6,0.00,0,2,2,0,0,832.0,709.0,123.0,860.3,20.9,27.7
2023-05-26T16:00,14.8,53,5.4,0.00,0,2,2,0,0,742.0,627.0,115.0,866.1,20.9,28.2
2023-05-26T17:00,14.4,56,5.7,0.00,0,0,0,0,0,613.0,506.0,107.0,833.9,21.6,28.9
2023-05-26T18:00,13.8,60,6.2,0.00,0,1,1,0,0,460.0,366.0,94.0,779.7,21.4,29.5
2023-05-26T19:00,13.0,66,6.7,0.00,0,0,0,0,0,296.0,219.0,77.0,694.1,21.2,29.9
2023-05-26T20:00,12.1,72,7.2,0.00,0,0,0,0,0,141.0,89.0,52.0,552.3,20.2,30.8
2023-05-26T21:00,11.1,78,7.3,0.00,0,1,1,0,0,27.0,12.0,15.0,212.3,19.6,31.6
2023-05-26T22:00,10.5,82,7.6,0.00,0,2,2,0,0,0.0,0.0,0.0,0.0,19.6,31.9
2023-05-26T23:00,10.2,85,7.8,0.00,0,2,2,0,0,0.0,0.0,0.0,0.0,18.1,30.6
2023-05-27T00:00,10.1,87,8.0,0.00,0,7,4,0,10,0.0,0.0,0.0,0.0,17.2,29.8
2023-05-27T01:00,9.9,88,8.1,0.00,0,15,8,0,25,0.0,0.0,0.0,0.0,16.6,28.7
2023-05-27T02:00,9.8,89,8.1,0.00,1,39,35,0,26,0.0,0.0,0.0,0.0,16.1,28.1
2023-05-27T03:00,9.6,91,8.2,0.00,1,38,35,0,22,0.0,0.0,0.0,0.0,15.3,27.3
2023-05-27T04:00,9.5,91,8.1,0.00,1,39,37,0,20,0.0,0.0,0.0,0.0,15.1,26.8
2023-05-27T05:00,9.3,92,8.1,0.00,1,43,46,0,7,0.0,0.0,0.0,0.0,15.1,26.4
2023-05-27T06:00,9.6,91,8.2,0.00,1,41,41,0,15,37.0,15.0,22.0,0.0,14.8,24.4
2023-05-27T07:00,10.8,86,8.5,0.00,1,40,37,0,22,156.0,95.0,61.0,315.4,14.7,21.5
2023-05-27T08:00,12.0,79,8.4,0.00,2,72,79,0,4,291.0,176.0,115.0,467.1,16.5,22.1
2023-05-27T09:00,12.7,75,8.3,0.00,2,74,82,0,0,370.0,184.0,186.0,412.7,16.3,21.4
2023-05-27T10:00,13.4,72,8.5,0.00,2,76,84,0,0,530.0,309.0,221.0,412.1,16.8,21.6
2023-05-27T11:00,14.0,70,8.5,0.00,1,24,27,0,0,603.0,346.0,257.0,464.3,14.5,18.2
2023-05-27T12:00,14.7,67,8.6,0.00,0,8,9,0,0,779.0,587.0,192.0,580.5,14.6,18.5
2023-05-27T13:00,15.2,65,8.6,0.00,0,2,2,0,0,859.0,683.0,176.0,759.8,14.8,18.9
2023-05-27T14:00,15.6,62,8.4,0.00,0,0,0,0,0,883.0,753.0,130.0,839.5,15.2,19.3
2023-05-27T15:00,15.8,62,8.4,0.00,0,0,0,0,0,835.0,714.0,121.0,882.3,14.8,19.0
2023-05-27T16:00,15.7,62,8.5,0.00,0,0,0,0,0,742.0,627.0,115.0,866.0,14.7,18.4
2023-05-27T17:00,15.4,63,8.4,0.00,0,0,0,0,0,614.0,507.0,107.0,832.2,13.9,17.7
2023-05-27T18:00,14.8,65,8.4,0.00,0,0,0,0,0,460.0,366.0,94.0,777.6,12.9,16.9
2023-05-27T19:00,14.1,68,8.3,0.00,0,0,0,0,0,297.0,220.0,77.0,691.8,11.8,15.7
2023-05-27T20:00,13.2,73,8.4,0.00,0,0,0,0,0,143.0,90.0,53.0,550.7,9.6,15.1
2023-05-27T21:00,11.8,79,8.3,0.00,0,0,0,0,0,29.0,13.0,16.0,219.7,7.6,16.2
2023-05-27T22:00,10.8,84,8.2,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,7.6,16.8
2023-05-27T23:00,10.1,88,8.1,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,7.1,16.9
2023-05-28T00:00,9.6,90,8.0,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,7.4,17.6
2023-05-28T01:00,9.2,92,7.9,0.00,0,2,0,0,8,0.0,0.0,0.0,0.0,6.9,17.1
2023-05-28T02:00,8.8,93,7.8,0.00,0,4,0,0,12,0.0,0.0,0.0,0.0,7.0,17.1
2023-05-28T03:00,8.4,95,7.6,0.00,0,6,0,0,19,0.0,0.0,0.0,0.0,7.6,17.6
2023-05-28T04:00,8.1,95,7.4,0.00,0,9,0,0,31,0.0,0.0,0.0,0.0,8.5,18.4
2023-05-28T05:00,8.0,95,7.3,0.00,0,10,0,0,34,0.0,0.0,0.0,0.0,8.7,19.1
2023-05-28T06:00,8.5,94,7.6,0.00,0,17,0,0,55,42.0,18.0,24.0,0.0,10.5,19.1
2023-05-28T07:00,10.2,89,8.5,0.00,1,29,10,0,66,161.0,94.0,67.0,327.2,11.1,18.1
2023-05-28T08:00,12.0,82,9.0,0.00,1,37,12,0,88,302.0,193.0,109.0,474.3,12.6,17.1
2023-05-28T09:00,13.5,77,9.5,0.00,1,27,5,0,75,454.0,311.0,143.0,555.2,13.2,17.3
2023-05-28T10:00,15.0,72,10.0,0.00,0,9,7,0,8,621.0,497.0,124.0,682.8,14.3,18.4
2023-05-28T11:00,16.1,68,10.3,0.00,0,11,0,0,37,751.0,635.0,116.0,811.5,14.0,18.1
2023-05-28T12:00,17.1,64,10.3,0.00,0,19,0,0,62,834.0,710.0,124.0,858.5,15.3,20.2
2023-05-28T13:00,17.6,61,10.1,0.00,1,29,2,0,92,853.0,678.0,175.0,826.8,17.1,22.8
2023-05-28T14:00,17.8,59,9.8,0.00,1,32,2,0,99,840.0,643.0,197.0,765.2,18.8,25.0
2023-05-28T15:00,17.8,58,9.4,0.00,1,31,2,0,98,795.0,617.0,178.0,750.6,20.5,27.2
2023-05-28T16:00,17.5,56,8.7,0.00,1,30,2,0,95,710.0,565.0,145.0,763.8,20.8,28.0
2023-05-28T17:00,16.9,56,8.0,0.00,1,28,1,0,89,582.0,439.0,143.0,733.3,21.0,28.5
2023-05-28T18:00,16.3,57,7.6,0.00,1,28,0,0,92,446.0,341.0,105.0,697.7,20.5,29.0
2023-05-28T19:00,15.4,62,8.1,0.00,1,27,0,0,91,273.0,172.0,101.0,592.8,20.2,29.8
2023-05-28T20:00,14.3,65,7.9,0.00,1,28,1,0,91,139.0,85.0,54.0,461.6,21.9,34.6
2023-05-28T21:00,13.0,74,8.4,0.00,1,33,5,0,94,28.0,10.0,18.0,204.8,22.4,36.4
2023-05-28T22:00,12.2,82,9.2,0.00,1,26,3,0,76,0.0,0.0,0.0,0.0,22.7,36.4
2023-05-28T23:00,11.6,85,9.2,0.00,1,31,20,0,42,0.0,0.0,0.0,0.0,21.8,35.0
2023-05-29T00:00,11.1,85,8.8,0.00,0,19,17,0,11,0.0,0.0,0.0,0.0,22.0,35.0
2023-05-29T01:00,10.7,85,8.2,0.00,0,14,15,0,2,0.0,0.0,0.0,0.0,21.3,34.2
2023-05-29T02:00,10.2,84,7.7,0.00,0,12,13,0,0,0.0,0.0,0.0,0.0,20.4,33.3
2023-05-29T03:00,9.9,85,7.5,0.00,0,15,17,0,0,0.0,0.0,0.0,0.0,20.3,32.8
2023-05-29T04:00,9.6,87,7.5,0.00,0,9,10,0,0,0.0,0.0,0.0,0.0,20.2,32.9
2023-05-29T05:00,9.3,88,7.4,0.00,1,26,29,0,0,0.0,0.0,0.0,0.0,20.6,33.3
2023-05-29T06:00,9.6,86,7.4,0.00,1,31,34,0,0,40.0,18.0,22.0,0.0,20.1,32.6
2023-05-29T07:00,10.3,81,7.2,0.00,2,59,46,0,60,147.0,79.0,68.0,290.3,21.4,31.1
2023-05-29T08:00,11.2,73,6.5,0.00,3,89,65,0,100,272.0,158.0,114.0,391.3,24.5,34.2
2023-05-29T09:00,11.8,69,6.4,0.00,3,100,82,0,100,394.0,229.0,165.0,439.2,24.5,33.5
2023-05-29T10:00,12.3,67,6.3,0.00,3,100,90,0,100,467.0,204.0,263.0,376.0,25.0,34.0
2023-05-29T11:00,12.9,64,6.2,0.00,3,100,90,0,94,601.0,298.0,303.0,347.0,24.6,32.8
2023-05-29T12:00,13.4,62,6.2,0.00,3,90,72,0,84,688.0,364.0,324.0,420.8,24.9,33.3
2023-05-29T13:00,13.7,61,6.2,0.00,2,74,54,0,86,730.0,384.0,346.0,440.7,25.4,34.1
2023-05-29T14:00,13.9,60,6.3,0.00,2,61,36,0,94,775.0,464.0,311.0,492.5,25.5,34.2
2023-05-29T15:00,13.9,60,6.2,0.00,1,40,12,0,98,714.0,430.0,284.0,530.0,25.5,34.0
2023-05-29T16:00,13.9,60,6.3,0.00,1,36,9,0,94,695.0,510.0,185.0,607.1,24.9,33.9
2023-05-29T17:00,13.7,61,6.3,0.00,1,34,5,0,97,575.0,415.0,160.0,680.2,24.9,34.1
2023-05-29T18:00,13.3,63,6.3,0.00,1,31,4,0,91,446.0,335.0,111.0,667.8,24.5,34.5
2023-05-29T19:00,12.7,66,6.4,0.00,0,10,1,0,30,288.0,199.0,89.0,625.4,24.7,34.9
2023-05-29T20:00,11.9,70,6.6,0.00,0,3,1,0,6,141.0,87.0,54.0,502.6,22.9,34.6
2023-05-29T21:00,11.0,74,6.6,0.00,0,3,3,0,0,30.0,14.0,16.0,221.5,22.1,35.1
2023-05-29T22:00,10.5,78,6.8,0.00,0,5,5,0,0,0.0,0.0,0.0,0.0,21.9,34.9
2023-05-29T23:00,10.1,81,7.0,0.00,1,36,40,0,0,0.0,0.0,0.0,0.0,20.4,33.1
2023-05-30T00:00,9.9,83,7.2,0.00,1,41,46,0,0,0.0,0.0,0.0,0.0,20.6,32.8
2023-05-30T01:00,9.8,85,7.3,0.00,1,49,54,0,1,0.0,0.0,0.0,0.0,19.9,32.3
2023-05-30T02:00,9.7,85,7.4,0.00,1,48,53,0,1,0.0,0.0,0.0,0.0,20.1,32.3
2023-05-30T03:00,9.8,85,7.4,0.00,2,55,61,0,0,0.0,0.0,0.0,0.0,20.1,32.4
2023-05-30T04:00,9.9,84,7.3,0.00,2,70,78,0,0,0.0,0.0,0.0,0.0,20.1,32.4
2023-05-30T05:00,10.0,83,7.2,0.00,3,86,95,0,0,0.0,0.0,0.0,0.0,20.4,31.9
2023-05-30T06:00,10.3,81,7.2,0.00,3,90,100,0,0,28.0,4.0,24.0,0.0,20.4,31.9
2023-05-30T07:00,10.8,78,7.1,0.00,3,90,100,0,0,107.0,29.0,78.0,89.9,24.3,34.8
2023-05-30T08:00,11.0,76,6.9,0.00,3,90,100,0,0,178.0,41.0,137.0,124.1,24.2,33.7
2023-05-30T09:00,11.3,75,7.0,0.00,3,90,100,0,0,221.0,36.0,185.0,87.6,24.0,32.9
2023-05-30T10:00,11.9,73,7.2,0.00,3,90,100,0,0,345.0,61.0,284.0,75.3,23.9,33.1
2023-05-30T11:00,12.6,71,7.4,0.00,3,90,100,0,0,470.0,148.0,322.0,148.0,21.6,28.8
2023-05-30T12:00,13.1,69,7.6,0.00,3,87,97,0,0,469.0,103.0,366.0,157.7,21.4,28.5
2023-05-30T13:00,13.9,67,7.9,0.00,3,90,100,0,0,620.0,263.0,357.0,212.2,21.4,28.5
2023-05-30T14:00,14.5,66,8.2,0.00,3,89,99,0,0,622.0,213.0,409.0,281.0,21.9,29.3
2023-05-30T15:00,14.9,66,8.6,0.00,3,90,100,0,0,601.0,259.0,342.0,278.4,22.4,30.3
2023-05-30T16:00,15.1,66,8.8,0.00,3,90,100,0,0,544.0,240.0,304.0,326.9,22.9,31.1
2023-05-30T17:00,14.8,68,8.9,0.00,3,90,100,0,0,400.0,141.0,259.0,276.7,23.5,31.9
2023-05-30T18:00,14.2,70,8.8,0.00,3,90,100,0,0,256.0,84.0,172.0,196.9,23.6,33.1
2023-05-30T19:00,13.6,72,8.6,0.00,3,90,100,0,0,138.0,12.0,126.0,100.1,23.9,33.9
2023-05-30T20:00,12.7,74,8.1,0.00,3,90,100,0,0,54.0,4.0,50.0,22.2,23.4,34.4
2023-05-30T21:00,12.3,76,8.1,0.00,3,90,100,0,0,14.0,0.0,14.0,7.4,22.1,33.3
2023-05-30T22:00,11.9,78,8.2,0.00,3,90,100,0,0,0.0,0.0,0.0,0.0,21.3,32.4
2023-05-30T23:00,11.7,79,8.1,0.00,3,84,93,0,0,0.0,0.0,0.0,0.0,19.4,29.1
2023-05-31T00:00,11.6,79,8.2,0.00,2,77,86,0,0,0.0,0.0,0.0,0.0,19.3,29.5
2023-05-31T01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
2023-05-31T02:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T03:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T04:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T05:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T06:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T08:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T09:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T11:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-05-31T23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
