latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.40001,0.5,17.0,3600,Europe/London,BST

time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),precipitation (mm),rain (mm),weathercode (wmo code),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (km/h),windspeed_100m (km/h),vapor_pressure_deficit (kPa)
2023-01-23T12:00,1.9,91,0.6,0.00,0.00,2,72,73,0,20,141.0,38.0,103.0,126.4,7.9,11.7,0.06
2023-01-23T13:00,2.7,89,1.0,0.00,0.00,2,70,70,0,22,159.0,35.0,124.0,124.1,7.9,11.3,0.09
2023-01-23T14:00,3.2,87,1.3,0.00,0.00,3,85,81,0,40,170.0,51.0,119.0,128.8,8.4,11.7,0.10
2023-01-23T15:00,3.6,86,1.5,0.00,0.00,2,80,77,0,35,160.0,67.0,93.0,195.8,9.1,13.4,0.11
2023-01-23T16:00,3.6,87,1.6,0.00,0.00,3,83,78,0,44,110.0,45.0,65.0,220.0,8.7,15.9,0.11
2023-01-23T17:00,3.0,90,1.4,0.00,0.00,2,74,82,0,2,60.0,23.0,37.0,196.7,8.2,17.2,0.08
2023-01-23T18:00,2.3,92,1.1,0.00,0.00,2,77,84,0,3,4.0,1.0,3.0,25.8,7.8,17.6,0.06
2023-01-23T19:00,1.9,94,1.0,0.00,0.00,3,83,91,0,2,0.0,0.0,0.0,0.0,7.9,17.6,0.04
2023-01-23T20:00,2.5,93,1.6,0.00,0.00,2,77,86,0,0,0.0,0.0,0.0,0.0,8.0,18.4,0.05
2023-01-23T21:00,2.4,94,1.5,0.00,0.00,2,67,74,0,0,0.0,0.0,0.0,0.0,8.7,18.9,0.04
2023-01-23T22:00,2.3,94,1.5,0.00,0.00,2,73,81,0,0,0.0,0.0,0.0,0.0,8.9,19.6,0.04
2023-01-23T23:00,2.3,94,1.5,0.00,0.00,2,59,66,0,0,0.0,0.0,0.0,0.0,9.2,19.4,0.04
2023-01-24T00:00,2.4,94,1.6,0.00,0.00,2,68,76,0,0,0.0,0.0,0.0,0.0,8.4,19.3,0.04
2023-01-24T01:00,2.5,94,1.7,0.00,0.00,2,72,80,0,0,0.0,0.0,0.0,0.0,8.3,19.1,0.04
2023-01-24T02:00,2.6,95,1.9,0.00,0.00,2,78,87,0,0,0.0,0.0,0.0,0.0,8.8,19.2,0.04
2023-01-24T03:00,2.3,96,1.7,0.00,0.00,2,78,87,0,0,0.0,0.0,0.0,0.0,8.5,18.6,0.03
2023-01-24T04:00,2.3,95,1.6,0.00,0.00,3,80,89,0,0,0.0,0.0,0.0,0.0,7.8,17.2,0.03
2023-01-24T05:00,2.4,95,1.7,0.00,0.00,2,76,84,0,0,0.0,0.0,0.0,0.0,7.2,16.3,0.04
2023-01-24T06:00,2.4,95,1.7,0.00,0.00,2,69,77,0,0,0.0,0.0,0.0,0.0,7.6,16.9,0.04
2023-01-24T07:00,2.4,95,1.7,0.00,0.00,2,69,77,0,0,0.0,0.0,0.0,0.0,8.0,17.3,0.04
2023-01-24T08:00,2.1,96,1.6,0.00,0.00,2,68,75,0,0,0.0,0.0,0.0,0.0,8.1,17.5,0.03
2023-01-24T09:00,2.2,96,1.6,0.00,0.00,2,65,72,0,0,0.0,0.0,0.0,0.0,8.7,17.7,0.03
2023-01-24T10:00,2.6,94,1.8,0.00,0.00,2,66,73,0,0,24.0,3.0,21.0,0.0,9.7,17.4,0.04
2023-01-24T11:00,3.5,91,2.2,0.00,0.00,2,72,80,0,0,79.0,19.0,60.0,66.7,9.4,15.0,0.07
2023-01-24T12:00,4.1,87,2.1,0.00,0.00,2,66,73,0,0,123.0,33.0,90.0,109.7,9.2,13.3,0.11
2023-01-24T13:00,4.7,83,2.0,0.00,0.00,2,64,71,0,0,160.0,52.0,108.0,140.5,9.9,13.0,0.15
2023-01-24T14:00,4.9,81,1.9,0.00,0.00,2,76,84,0,0,158.0,58.0,100.0,171.1,9.9,13.1,0.17
2023-01-24T15:00,5.0,79,1.6,0.00,0.00,3,90,100,0,0,168.0,47.0,121.0,172.2,8.9,11.6,0.19
2023-01-24T16:00,4.8,79,1.4,0.00,0.00,3,89,99,0,0,103.0,15.0,88.0,113.7,7.4,9.8,0.18
2023-01-24T17:00,4.4,81,1.4,0.00,0.00,3,83,92,0,0,52.0,6.0,46.0,54.6,5.1,10.4,0.16
2023-01-24T18:00,3.7,85,1.3,0.00,0.00,2,71,79,0,0,4.0,0.0,4.0,6.9,4.6,10.5,0.12
2023-01-24T19:00,3.1,88,1.3,0.00,0.00,1,50,55,0,0,0.0,0.0,0.0,0.0,4.7,11.0,0.09
2023-01-24T20:00,2.6,91,1.3,0.00,0.00,2,55,61,0,0,0.0,0.0,0.0,0.0,4.5,10.5,0.07
2023-01-24T21:00,2.3,93,1.3,0.00,0.00,2,56,62,0,0,0.0,0.0,0.0,0.0,4.7,10.2,0.05
2023-01-24T22:00,1.9,95,1.2,0.00,0.00,2,64,71,0,0,0.0,0.0,0.0,0.0,5.8,9.7,0.03
2023-01-24T23:00,1.4,97,1.0,0.00,0.00,3,86,95,0,0,0.0,0.0,0.0,0.0,3.6,6.4,0.02
2023-01-25T00:00,1.1,98,0.8,0.00,0.00,3,87,97,0,0,0.0,0.0,0.0,0.0,4.0,4.7,0.02
2023-01-25T01:00,0.9,99,0.7,0.00,0.00,3,90,100,0,0,0.0,0.0,0.0,0.0,2.5,3.3,0.01
2023-01-25T02:00,0.7,99,0.5,0.00,0.00,3,89,99,0,0,0.0,0.0,0.0,0.0,1.3,1.8,0.01
2023-01-25T03:00,0.5,99,0.4,0.00,0.00,3,90,100,0,0,0.0,0.0,0.0,0.0,2.6,1.6,0.01
2023-01-25T04:00,0.2,99,0.0,0.00,0.00,3,90,100,0,0,0.0,0.0,0.0,0.0,3.8,5.0,0.01
2023-01-25T05:00,-0.0,99,-0.2,0.00,0.00,3,90,100,0,0,0.0,0.0,0.0,0.0,5.4,8.0,0.01
2023-01-25T06:00,-0.2,99,-0.4,0.00,0.00,3,90,100,0,0,0.0,0.0,0.0,0.0,6.6,10.6,0.01
2023-01-25T07:00,-0.6,98,-0.9,0.00,0.00,3,90,100,0,0,0.0,0.0,0.0,0.0,7.2,11.3,0.01
2023-01-25T08:00,-0.5,99,-0.6,0.00,0.00,3,90,100,0,0,0.0,0.0,0.0,0.0,6.9,11.9,0.01
2023-01-25T09:00,-0.6,99,-0.8,0.00,0.00,3,90,100,0,0,0.0,0.0,0.0,0.0,7.6,12.7,0.01
2023-01-25T10:00,-0.1,97,-0.5,0.00,0.00,3,90,100,0,0,29.0,9.0,20.0,0.0,7.7,12.2,0.02
2023-01-25T11:00,0.9,94,-0.0,0.00,0.00,3,90,100,0,0,88.0,26.0,62.0,120.2,9.3,13.0,0.04
2023-01-25T12:00,2.2,89,0.6,0.00,0.00,3,90,100,0,0,129.0,39.0,90.0,135.3,8.8,12.3,0.08
2023-01-25T13:00,3.3,88,1.4,0.00,0.00,3,90,100,0,0,160.0,59.0,101.0,163.1,9.1,12.6,0.10
2023-01-25T14:00,4.0,89,2.3,0.00,0.00,3,90,100,0,0,140.0,39.0,101.0,151.7,10.5,14.5,0.09
2023-01-25T15:00,4.5,90,3.0,0.00,0.00,3,94,100,1,11,130.0,32.0,98.0,111.7,11.9,16.9,0.08
2023-01-25T16:00,4.5,92,3.4,0.00,0.00,3,100,100,31,82,71.0,12.0,59.0,80.1,12.7,17.7,0.07
2023-01-25T17:00,4.4,94,3.5,0.00,0.00,3,100,100,75,91,27.0,4.0,23.0,40.6,10.5,17.4,0.05
2023-01-25T18:00,4.2,96,3.6,0.10,0.10,51,100,100,94,44,1.0,0.0,1.0,5.0,11.4,20.4,0.03
2023-01-25T19:00,4.3,97,3.9,0.50,0.50,53,100,100,99,12,0.0,0.0,0.0,0.0,12.4,23.0,0.02
2023-01-25T20:00,4.2,98,4.0,0.70,0.70,53,100,100,69,3,0.0,0.0,0.0,0.0,13.7,24.9,0.01
2023-01-25T21:00,4.7,99,4.5,0.70,0.70,53,100,100,68,0,0.0,0.0,0.0,0.0,15.3,27.6,0.01
2023-01-25T22:00,5.7,98,5.3,0.50,0.50,53,100,100,64,0,0.0,0.0,0.0,0.0,18.2,31.1,0.02
2023-01-25T23:00,6.5,96,5.9,0.20,0.20,51,100,100,44,14,0.0,0.0,0.0,0.0,21.6,34.6,0.04
2023-01-26T00:00,6.5,95,5.7,0.10,0.10,51,91,76,29,17,0.0,0.0,0.0,0.0,21.3,34.4,0.05
2023-01-26T01:00,6.1,93,5.0,0.00,0.00,2,62,44,37,0,0.0,0.0,0.0,0.0,20.5,34.6,0.07
2023-01-26T02:00,5.6,92,4.3,0.00,0.00,1,38,25,26,0,0.0,0.0,0.0,0.0,21.6,36.7,0.08
2023-01-26T03:00,4.9,91,3.6,0.00,0.00,1,24,15,17,0,0.0,0.0,0.0,0.0,20.5,35.7,0.08
2023-01-26T04:00,4.5,92,3.2,0.00,0.00,0,12,9,6,0,0.0,0.0,0.0,0.0,21.3,37.1,0.07
2023-01-26T05:00,4.1,93,3.0,0.00,0.00,0,18,16,6,0,0.0,0.0,0.0,0.0,21.3,36.8,0.06
2023-01-26T06:00,4.0,94,3.0,0.00,0.00,1,22,23,2,0,0.0,0.0,0.0,0.0,19.5,34.6,0.05
2023-01-26T07:00,3.8,94,3.0,0.00,0.00,1,33,36,1,0,0.0,0.0,0.0,0.0,18.8,33.8,0.05
2023-01-26T08:00,3.8,95,3.1,0.00,0.00,2,60,67,0,0,0.0,0.0,0.0,0.0,19.4,34.4,0.04
2023-01-26T09:00,4.0,95,3.2,0.00,0.00,2,70,77,1,0,1.0,0.0,1.0,0.0,19.4,33.7,0.04
2023-01-26T10:00,4.4,95,3.6,0.00,0.00,2,78,87,0,0,41.0,14.0,27.0,0.0,19.7,32.5,0.04
2023-01-26T11:00,5.2,93,4.1,0.00,0.00,3,89,99,0,0,117.0,42.0,75.0,187.6,18.4,30.6,0.07
2023-01-26T12:00,6.0,90,4.5,0.00,0.00,2,69,70,10,0,149.0,49.0,100.0,189.7,20.9,31.0,0.10
2023-01-26T13:00,7.0,83,4.4,0.10,0.10,51,50,42,21,0,192.0,89.0,103.0,218.6,19.8,30.7,0.17
2023-01-26T14:00,7.3,83,4.6,0.10,0.10,51,56,42,31,0,183.0,94.0,89.0,273.0,19.7,31.1,0.17
2023-01-26T15:00,7.5,82,4.5,0.10,0.10,51,52,37,31,0,202.0,124.0,78.0,347.3,19.9,32.4,0.19
2023-01-26T16:00,7.3,82,4.4,0.00,0.00,1,47,33,29,0,135.0,68.0,67.0,353.6,20.4,32.7,0.19
2023-01-26T17:00,6.7,83,4.1,0.00,0.00,1,43,32,23,0,79.0,44.0,35.0,313.9,20.0,33.6,0.17
2023-01-26T18:00,5.9,87,3.9,0.00,0.00,2,77,74,17,0,7.0,3.0,4.0,65.7,19.9,33.5,0.12
2023-01-26T19:00,5.3,91,3.9,0.00,0.00,2,80,77,17,0,0.0,0.0,0.0,0.0,20.1,33.9,0.08
2023-01-26T20:00,5.3,88,3.4,0.00,0.00,1,39,37,10,0,0.0,0.0,0.0,0.0,19.2,32.4,0.11
2023-01-26T21:00,4.8,89,3.2,0.00,0.00,1,26,23,8,0,0.0,0.0,0.0,0.0,17.3,30.7,0.09
2023-01-26T22:00,4.1,91,2.8,0.00,0.00,0,15,15,2,0,0.0,0.0,0.0,0.0,17.8,31.0,0.07
2023-01-26T23:00,3.6,93,2.6,0.00,0.00,1,34,36,3,0,0.0,0.0,0.0,0.0,19.0,33.0,0.05
2023-01-27T00:00,3.5,94,2.6,0.00,0.00,2,57,61,3,0,0.0,0.0,0.0,0.0,19.4,32.6,0.05
2023-01-27T01:00,3.6,94,2.8,0.00,0.00,2,80,86,4,0,0.0,0.0,0.0,0.0,18.6,31.1,0.05
2023-01-27T02:00,3.7,94,2.8,0.00,0.00,2,73,80,2,0,0.0,0.0,0.0,0.0,18.2,29.9,0.05
2023-01-27T03:00,3.8,93,2.8,0.00,0.00,2,77,83,4,0,0.0,0.0,0.0,0.0,17.8,29.9,0.05
2023-01-27T04:00,3.9,93,2.8,0.00,0.00,2,63,68,3,0,0.0,0.0,0.0,0.0,18.1,30.2,0.06
2023-01-27T05:00,3.9,93,2.9,0.00,0.00,2,53,58,1,0,0.0,0.0,0.0,0.0,18.4,30.7,0.06
2023-01-27T06:00,3.9,94,2.9,0.00,0.00,2,50,56,0,0,0.0,0.0,0.0,0.0,18.4,30.7,0.05
2023-01-27T07:00,3.9,93,2.9,0.00,0.00,1,43,47,1,0,0.0,0.0,0.0,0.0,17.3,30.4,0.06
2023-01-27T08:00,3.8,92,2.6,0.00,0.00,1,43,46,2,0,0.0,0.0,0.0,0.0,17.7,30.4,0.07
2023-01-27T09:00,3.7,92,2.5,0.00,0.00,1,43,48,0,0,1.0,0.0,1.0,0.0,17.4,30.3,0.06
2023-01-27T10:00,4.2,92,2.9,0.00,0.00,2,53,59,0,0,44.0,23.0,21.0,0.0,17.4,29.2,0.07
2023-01-27T11:00,5.3,89,3.7,0.00,0.00,1,41,46,0,0,128.0,77.0,51.0,313.8,14.9,26.2,0.09
2023-01-27T12:00,6.2,81,3.2,0.00,0.00,1,41,45,0,0,200.0,127.0,73.0,421.6,19.5,27.6,0.18
2023-01-27T13:00,6.1,76,2.2,0.00,0.00,1,44,49,0,0,198.0,94.0,104.0,371.9,18.1,25.5,0.23
2023-01-27T14:00,5.8,75,1.8,0.00,0.00,2,58,64,0,0,167.0,47.0,120.0,201.6,17.1,23.8,0.23
2023-01-27T15:00,5.5,75,1.4,0.00,0.00,1,47,52,0,0,154.0,60.0,94.0,164.7,16.5,23.5,0.23
2023-01-27T16:00,5.4,74,1.1,0.00,0.00,2,56,62,0,0,86.0,18.0,68.0,140.0,14.7,22.2,0.24
2023-01-27T17:00,5.2,76,1.3,0.00,0.00,2,59,66,0,0,41.0,5.0,36.0,51.5,11.3,20.9,0.22
2023-01-27T18:00,4.9,78,1.3,0.00,0.00,1,34,38,0,0,5.0,1.0,4.0,8.2,10.5,21.1,0.20
2023-01-27T19:00,4.5,79,1.2,0.00,0.00,1,29,32,0,0,0.0,0.0,0.0,0.0,10.6,21.7,0.18
2023-01-27T20:00,4.1,85,1.8,0.00,0.00,1,24,27,0,0,0.0,0.0,0.0,0.0,11.2,22.7,0.12
2023-01-27T21:00,3.4,89,1.7,0.00,0.00,1,22,24,0,0,0.0,0.0,0.0,0.0,10.5,22.5,0.09
2023-01-27T22:00,2.9,91,1.6,0.00,0.00,1,32,35,0,0,0.0,0.0,0.0,0.0,10.4,21.9,0.07
2023-01-27T23:00,2.5,92,1.4,0.00,0.00,1,28,31,0,0,0.0,0.0,0.0,0.0,9.1,20.1,0.06
2023-01-28T00:00,2.1,93,1.1,0.00,0.00,1,28,30,0,4,0.0,0.0,0.0,0.0,8.3,19.8,0.05
2023-01-28T01:00,1.7,94,0.8,0.00,0.00,1,32,31,0,15,0.0,0.0,0.0,0.0,8.0,19.4,0.04
2023-01-28T02:00,1.5,94,0.7,0.00,0.00,1,28,31,0,0,0.0,0.0,0.0,0.0,8.6,19.8,0.04
2023-01-28T03:00,1.4,95,0.7,0.00,0.00,1,34,38,0,0,0.0,0.0,0.0,0.0,8.1,19.5,0.03
2023-01-28T04:00,1.1,95,0.4,0.00,0.00,1,47,52,0,2,0.0,0.0,0.0,0.0,8.9,20.4,0.03
2023-01-28T05:00,0.8,95,0.1,0.00,0.00,2,61,67,0,3,0.0,0.0,0.0,0.0,8.9,20.6,0.03
2023-01-28T06:00,0.9,94,0.1,0.00,0.00,2,59,65,0,0,0.0,0.0,0.0,0.0,7.2,17.9,0.04
2023-01-28T07:00,0.7,94,-0.2,0.00,0.00,2,58,63,0,6,0.0,0.0,0.0,0.0,6.8,16.5,0.04
2023-01-28T08:00,1.1,85,-1.2,0.00,0.00,2,53,58,0,3,0.0,0.0,0.0,0.0,7.7,17.0,0.10
2023-01-28T09:00,0.8,86,-1.3,0.00,0.00,1,41,46,0,0,1.0,0.0,1.0,0.0,6.4,13.2,0.09
2023-01-28T10:00,1.6,84,-0.8,0.00,0.00,1,43,48,0,0,45.0,21.0,24.0,0.0,8.9,14.8,0.11
2023-01-28T11:00,2.9,79,-0.4,0.00,0.00,2,62,69,0,0,106.0,44.0,62.0,214.3,4.4,8.4,0.16
2023-01-28T12:00,4.1,74,-0.2,0.00,0.00,2,59,65,0,0,186.0,94.0,92.0,261.1,3.0,3.3,0.22
2023-01-28T13:00,4.9,67,-0.7,0.00,0.00,1,42,45,0,5,248.0,150.0,98.0,382.4,3.5,4.3,0.28
2023-01-28T14:00,5.5,66,-0.3,0.00,0.00,2,59,65,0,3,287.0,191.0,96.0,504.0,5.7,7.6,0.30
2023-01-28T15:00,5.8,68,0.4,0.00,0.00,2,57,63,0,0,245.0,160.0,85.0,546.1,6.6,8.4,0.29
2023-01-28T16:00,5.7,72,1.0,0.00,0.00,2,52,57,0,2,149.0,70.0,79.0,402.8,7.0,10.2,0.26
2023-01-28T17:00,5.1,78,1.5,0.00,0.00,2,55,57,0,12,73.0,31.0,42.0,252.9,5.2,9.2,0.20
2023-01-28T18:00,4.4,82,1.6,0.00,0.00,2,68,60,0,48,9.0,2.0,7.0,51.8,5.7,8.0,0.15
2023-01-28T19:00,3.6,87,1.6,0.00,0.00,2,63,57,0,38,0.0,0.0,0.0,0.0,6.4,10.1,0.11
2023-01-28T20:00,2.6,90,1.2,0.00,0.00,2,69,74,0,8,0.0,0.0,0.0,0.0,5.3,10.5,0.07
2023-01-28T21:00,2.5,92,1.3,0.00,0.00,2,77,86,0,0,0.0,0.0,0.0,0.0,4.6,9.4,0.06
2023-01-28T22:00,2.2,93,1.3,0.00,0.00,3,82,90,2,0,0.0,0.0,0.0,0.0,5.2,10.5,0.05
2023-01-28T23:00,2.1,94,1.3,0.00,0.00,2,66,72,2,0,0.0,0.0,0.0,0.0,6.0,11.6,0.04
2023-01-29T00:00,2.4,94,1.6,0.00,0.00,2,56,62,0,0,0.0,0.0,0.0,0.0,6.6,12.0,0.04
2023-01-29T01:00,2.2,95,1.5,0.00,0.00,2,58,63,2,0,0.0,0.0,0.0,0.0,6.8,14.1,0.03
2023-01-29T02:00,2.1,95,1.4,0.00,0.00,2,59,64,2,1,0.0,0.0,0.0,0.0,7.2,15.5,0.03
2023-01-29T03:00,2.3,95,1.7,0.00,0.00,2,56,58,4,3,0.0,0.0,0.0,0.0,7.2,16.6,0.03
2023-01-29T04:00,2.3,96,1.7,0.00,0.00,3,94,75,4,80,0.0,0.0,0.0,0.0,8.0,17.3,0.03
2023-01-29T05:00,2.5,95,1.9,0.00,0.00,3,94,77,8,67,0.0,0.0,0.0,0.0,8.9,17.8,0.03
2023-01-29T06:00,2.7,95,2.0,0.00,0.00,2,77,70,21,4,0.0,0.0,0.0,0.0,9.8,19.4,0.04
2023-01-29T07:00,2.7,94,1.9,0.00,0.00,3,100,90,32,0,0.0,0.0,0.0,0.0,10.9,21.0,0.04
2023-01-29T08:00,2.6,92,1.5,0.00,0.00,3,100,91,36,2,0.0,0.0,0.0,0.0,12.3,23.2,0.06
2023-01-29T09:00,3.1,90,1.5,0.00,0.00,3,100,95,23,70,1.0,0.0,1.0,0.0,13.3,24.9,0.08
2023-01-29T10:00,3.7,87,1.8,0.00,0.00,3,100,99,6,97,12.0,1.0,11.0,3.3,15.0,26.5,0.10
2023-01-29T11:00,4.6,86,2.5,0.00,0.00,3,100,98,1,98,56.0,7.0,49.0,22.9,16.1,29.1,0.12
2023-01-29T12:00,5.6,85,3.3,0.00,0.00,3,100,97,1,98,80.0,3.0,77.0,22.8,17.1,27.2,0.14
2023-01-29T13:00,6.3,86,4.1,0.00,0.00,3,100,98,0,97,94.0,5.0,89.0,10.2,16.8,26.9,0.14
2023-01-29T14:00,7.0,86,4.8,0.00,0.00,3,95,95,0,31,105.0,14.0,91.0,27.8,18.2,28.6,0.14
2023-01-29T15:00,7.6,87,5.5,0.00,0.00,3,100,99,0,40,86.0,9.0,77.0,36.2,18.7,32.3,0.14
2023-01-29T16:00,8.0,87,5.9,0.00,0.00,3,100,100,0,41,61.0,2.0,59.0,18.0,19.3,31.0,0.14
2023-01-29T17:00,8.1,86,5.8,0.00,0.00,3,100,98,0,58,35.0,1.0,34.0,7.6,18.4,30.7,0.15
2023-01-29T18:00,7.7,87,5.6,0.00,0.00,3,86,70,0,75,5.0,1.0,4.0,4.3,17.4,30.4,0.14
2023-01-29T19:00,7.5,85,5.2,0.00,0.00,2,69,55,0,66,0.0,0.0,0.0,0.0,18.2,32.1,0.15
2023-01-29T20:00,6.9,92,5.7,0.00,0.00,1,34,37,0,3,0.0,0.0,0.0,0.0,19.8,34.7,0.08
2023-01-29T21:00,6.5,92,5.3,0.00,0.00,2,50,54,0,5,0.0,0.0,0.0,0.0,20.5,35.5,0.08
2023-01-29T22:00,6.0,92,4.8,0.00,0.00,2,51,53,0,12,0.0,0.0,0.0,0.0,20.6,35.4,0.07
2023-01-29T23:00,5.8,92,4.6,0.00,0.00,2,78,80,0,19,0.0,0.0,0.0,0.0,21.3,37.1,0.07
2023-01-30T00:00,5.8,92,4.6,0.00,0.00,3,94,98,0,20,0.0,0.0,0.0,0.0,21.9,36.9,0.08
2023-01-30T01:00,6.0,91,4.6,0.00,0.00,2,77,80,7,3,0.0,0.0,0.0,0.0,22.5,37.9,0.09
2023-01-30T02:00,6.4,89,4.8,0.00,0.00,3,91,94,11,0,0.0,0.0,0.0,0.0,22.1,37.5,0.10
2023-01-30T03:00,7.1,88,5.2,0.00,0.00,3,88,97,1,0,0.0,0.0,0.0,0.0,22.1,38.2,0.12
2023-01-30T04:00,7.7,87,5.7,0.00,0.00,3,91,99,0,5,0.0,0.0,0.0,0.0,22.0,37.8,0.13
2023-01-30T05:00,8.1,88,6.2,0.00,0.00,3,98,98,0,33,0.0,0.0,0.0,0.0,21.2,35.5,0.14
2023-01-30T06:00,8.2,87,6.1,0.00,0.00,3,100,100,0,91,0.0,0.0,0.0,0.0,20.1,34.0,0.15
2023-01-30T07:00,7.8,80,4.7,0.00,0.00,3,100,100,0,34,0.0,0.0,0.0,0.0,22.2,36.5,0.21
2023-01-30T08:00,7.5,74,3.2,0.00,0.00,3,86,95,0,3,0.0,0.0,0.0,0.0,21.3,35.5,0.26
2023-01-30T09:00,6.5,71,1.7,0.00,0.00,0,11,0,0,35,2.0,0.0,2.0,0.0,19.7,34.3,0.28
2023-01-30T10:00,6.3,72,1.6,0.00,0.00,1,25,0,11,62,63.0,32.0,31.0,148.4,20.7,34.8,0.27
2023-01-30T11:00,6.8,72,2.2,0.00,0.00,0,9,0,3,23,161.0,93.0,68.0,380.5,17.3,30.4,0.27
2023-01-30T12:00,7.4,71,2.4,0.00,0.00,0,6,0,0,20,261.0,187.0,74.0,529.0,19.0,27.9,0.30
2023-01-30T13:00,8.0,69,2.6,0.00,0.00,0,8,0,0,27,319.0,244.0,75.0,674.3,20.0,28.7,0.33
2023-01-30T14:00,8.4,68,2.8,0.00,0.00,0,10,0,0,34,319.0,233.0,86.0,684.8,19.6,28.2,0.35
2023-01-30T15:00,8.6,67,2.9,0.00,0.00,0,8,2,0,22,286.0,210.0,76.0,657.4,17.7,26.1,0.36
2023-01-30T16:00,8.4,68,2.9,0.00,0.00,0,14,4,0,33,202.0,139.0,63.0,610.0,14.3,22.7,0.35
2023-01-30T17:00,7.7,71,2.7,0.00,0.00,0,2,2,0,1,102.0,58.0,44.0,480.7,12.1,23.2,0.31
2023-01-30T18:00,6.5,75,2.4,0.00,0.00,0,4,4,0,0,13.0,5.0,8.0,110.2,10.2,23.2,0.24
2023-01-30T19:00,5.5,80,2.3,0.00,0.00,0,5,4,0,5,0.0,0.0,0.0,0.0,10.4,23.5,0.18
2023-01-30T20:00,4.6,86,2.4,0.00,0.00,0,2,2,0,0,0.0,0.0,0.0,0.0,10.8,23.9,0.12
2023-01-30T21:00,4.2,87,2.2,0.00,0.00,0,4,4,0,0,0.0,0.0,0.0,0.0,10.5,23.3,0.11
2023-01-30T22:00,3.7,88,2.0,0.00,0.00,0,5,5,0,0,0.0,0.0,0.0,0.0,10.3,22.3,0.09
2023-01-30T23:00,3.3,90,1.7,0.00,0.00,0,4,3,2,0,0.0,0.0,0.0,0.0,10.3,22.7,0.08
2023-01-31T00:00,2.8,91,1.4,0.00,0.00,0,6,2,7,0,0.0,0.0,0.0,0.0,11.9,25.4,0.07
2023-01-31T01:00,2.7,91,1.4,0.00,0.00,1,25,0,42,0,0.0,0.0,0.0,0.0,14.2,28.6,0.07
2023-01-31T02:00,2.7,91,1.4,0.00,0.00,1,41,0,68,0,0.0,0.0,0.0,0.0,16.1,31.1,0.07
2023-01-31T03:00,2.8,91,1.5,0.00,0.00,2,62,5,92,9,0.0,0.0,0.0,0.0,17.7,32.0,0.07
2023-01-31T04:00,3.1,91,1.7,0.00,0.00,2,78,9,89,55,0.0,0.0,0.0,0.0,19.1,33.2,0.07
2023-01-31T05:00,3.6,88,1.8,0.00,0.00,3,100,70,98,39,0.0,0.0,0.0,0.0,19.9,33.7,0.10
2023-01-31T06:00,4.2,86,2.0,0.00,0.00,3,100,51,76,56,0.0,0.0,0.0,0.0,20.3,34.2,0.12
2023-01-31T07:00,4.5,86,2.4,0.00,0.00,3,85,45,35,78,0.0,0.0,0.0,0.0,20.9,36.0,0.12
2023-01-31T08:00,5.3,89,3.6,0.00,0.00,3,100,81,23,62,0.0,0.0,0.0,0.0,21.8,36.9,0.10
2023-01-31T09:00,6.0,89,4.3,0.00,0.00,3,100,76,58,44,1.0,0.0,1.0,0.0,21.8,36.8,0.10
2023-01-31T10:00,6.7,88,4.9,0.00,0.00,2,55,36,16,44,52.0,20.0,32.0,82.2,22.1,36.3,0.12
2023-01-31T11:00,7.7,87,5.7,0.00,0.00,2,70,71,1,17,158.0,99.0,59.0,325.4,20.5,34.6,0.14
2023-01-31T12:00,9.0,84,6.4,0.00,0.00,3,98,97,0,35,241.0,157.0,84.0,502.1,23.7,35.6,0.19
2023-01-31T13:00,10.1,78,6.5,0.00,0.00,2,60,60,0,21,241.0,124.0,117.0,448.3,24.3,36.3,0.27
2023-01-31T14:00,10.6,73,5.9,0.00,0.00,1,39,37,0,18,188.0,52.0,136.0,233.0,25.2,37.1,0.35
2023-01-31T15:00,10.5,72,5.7,0.00,0.00,1,31,34,0,2,234.0,134.0,100.0,264.7,24.2,37.1,0.36
2023-01-31T16:00,10.2,71,5.1,0.00,0.00,1,26,29,0,0,188.0,117.0,71.0,457.1,19.9,32.2,0.37
2023-01-31T17:00,9.3,71,4.3,0.00,0.00,1,26,29,0,0,68.0,23.0,45.0,311.7,14.9,27.1,0.34
2023-01-31T18:00,8.5,72,3.8,0.00,0.00,0,14,16,0,0,10.0,3.0,7.0,43.8,11.3,24.3,0.31
2023-01-31T19:00,7.9,72,3.3,0.00,0.00,0,14,16,0,0,0.0,0.0,0.0,0.0,12.2,25.8,0.29
2023-01-31T20:00,6.6,79,3.2,0.00,0.00,0,11,12,0,0,0.0,0.0,0.0,0.0,12.4,26.3,0.21
2023-01-31T21:00,5.8,82,2.9,0.00,0.00,0,6,7,0,0,0.0,0.0,0.0,0.0,14.1,28.2,0.17
2023-01-31T22:00,5.4,83,2.8,0.00,0.00,0,5,5,0,0,0.0,0.0,0.0,0.0,15.9,30.7,0.15
2023-01-31T23:00,5.1,84,2.7,0.00,0.00,0,1,1,0,1,0.0,0.0,0.0,0.0,17.8,32.9,0.14
