latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.40001,0.5,17.0,3600,Europe/London,BST

time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),precipitation (mm),rain (mm),weathercode (wmo code),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (km/h),windspeed_100m (km/h),vapor_pressure_deficit (kPa)
2022-09-11T04:00,13.3,99,13.2,0.00,0.00,3,100,100,19,10,0.0,0.0,0.0,0.0,6.8,9.8,0.01
2022-09-11T05:00,13.0,100,13.0,0.00,0.00,3,100,100,31,53,0.0,0.0,0.0,0.0,5.8,7.8,0.00
2022-09-11T06:00,13.1,100,13.1,0.00,0.00,3,100,100,29,77,0.0,0.0,0.0,0.0,3.6,6.5,0.00
2022-09-11T07:00,13.3,100,13.3,0.00,0.00,3,96,100,10,0,7.0,2.0,5.0,0.0,5.0,7.6,0.00
2022-09-11T08:00,15.2,98,14.9,0.00,0.00,2,74,82,0,0,63.0,22.0,41.0,101.2,6.4,8.6,0.03
2022-09-11T09:00,17.7,89,15.9,0.00,0.00,2,77,79,0,20,157.0,70.0,87.0,181.5,6.6,8.8,0.21
2022-09-11T10:00,18.8,81,15.5,0.00,0.00,1,43,39,0,27,271.0,133.0,138.0,262.3,7.9,10.7,0.40
2022-09-11T11:00,19.7,75,15.1,0.10,0.10,51,62,40,5,77,350.0,172.0,178.0,299.9,7.1,9.1,0.58
2022-09-11T12:00,20.5,70,14.8,0.10,0.10,51,92,45,45,83,432.0,254.0,178.0,343.3,9.2,12.0,0.73
2022-09-11T13:00,21.3,65,14.4,0.10,0.10,51,80,30,44,88,570.0,402.0,168.0,495.5,11.9,15.5,0.90
2022-09-11T14:00,21.8,62,14.3,0.00,0.00,2,71,52,29,21,559.0,435.0,124.0,639.9,11.3,14.7,0.99
2022-09-11T15:00,21.6,64,14.5,0.00,0.00,1,43,47,1,1,376.0,221.0,155.0,501.1,12.9,16.6,0.93
2022-09-11T16:00,21.5,64,14.5,0.00,0.00,2,62,55,0,40,363.0,229.0,134.0,374.3,13.7,18.2,0.92
2022-09-11T17:00,21.1,66,14.6,0.00,0.00,2,70,47,0,93,299.0,180.0,119.0,424.9,13.8,18.9,0.84
2022-09-11T18:00,20.4,70,14.8,0.00,0.00,2,53,25,1,99,196.0,125.0,71.0,439.9,12.6,19.1,0.71
2022-09-11T19:00,19.2,76,14.8,0.00,0.00,1,41,15,1,89,71.0,33.0,38.0,349.1,11.1,19.2,0.54
2022-09-11T20:00,18.1,83,15.1,0.00,0.00,1,32,12,1,69,2.0,0.0,2.0,17.8,9.5,19.2,0.35
2022-09-11T21:00,17.3,87,15.2,0.20,0.20,51,30,2,0,94,0.0,0.0,0.0,0.0,8.0,18.6,0.25
2022-09-11T22:00,16.9,89,15.0,0.00,0.00,1,37,6,3,98,0.0,0.0,0.0,0.0,7.2,17.4,0.21
2022-09-11T23:00,16.6,89,14.8,0.00,0.00,2,68,6,58,93,0.0,0.0,0.0,0.0,9.6,19.6,0.20
2022-09-12T00:00,16.3,90,14.7,0.00,0.00,2,67,0,65,94,0.0,0.0,0.0,0.0,9.5,20.0,0.19
2022-09-12T01:00,16.2,90,14.6,0.00,0.00,1,42,0,41,58,0.0,0.0,0.0,0.0,10.9,22.3,0.18
2022-09-12T02:00,16.2,90,14.6,0.00,0.00,1,31,0,20,64,0.0,0.0,0.0,0.0,11.2,23.2,0.18
2022-09-12T03:00,16.1,91,14.6,0.00,0.00,2,69,18,50,76,0.0,0.0,0.0,0.0,11.9,24.3,0.17
2022-09-12T04:00,16.1,91,14.6,0.00,0.00,3,100,55,47,90,0.0,0.0,0.0,0.0,12.4,25.0,0.17
2022-09-12T05:00,16.2,91,14.8,0.00,0.00,1,40,9,22,63,0.0,0.0,0.0,0.0,12.0,24.6,0.16
2022-09-12T06:00,16.4,91,15.0,0.00,0.00,1,40,4,27,66,0.0,0.0,0.0,0.0,12.4,25.3,0.16
2022-09-12T07:00,16.6,92,15.2,0.80,0.80,53,42,5,18,89,4.0,1.0,3.0,0.0,11.7,23.8,0.16
2022-09-12T08:00,17.3,93,16.2,0.10,0.10,51,36,5,8,90,77.0,22.0,55.0,82.3,11.3,21.2,0.14
2022-09-12T09:00,18.6,90,16.9,0.10,0.10,51,27,2,2,81,193.0,100.0,93.0,233.4,11.3,16.8,0.22
2022-09-12T10:00,19.7,86,17.2,0.10,0.10,51,30,2,7,79,304.0,187.0,117.0,382.1,11.7,16.0,0.33
2022-09-12T11:00,20.6,82,17.3,0.00,0.00,1,42,0,39,61,345.0,189.0,156.0,380.5,11.6,16.0,0.44
2022-09-12T12:00,21.8,76,17.3,0.00,0.00,1,30,2,17,59,449.0,265.0,184.0,374.5,10.4,13.9,0.64
2022-09-12T13:00,22.7,70,17.0,0.10,0.10,51,18,2,0,54,491.0,278.0,213.0,415.3,8.8,11.7,0.81
2022-09-12T14:00,23.4,65,16.6,0.00,0.00,1,33,0,6,98,529.0,334.0,195.0,457.9,9.8,13.0,1.00
2022-09-12T15:00,23.6,63,16.1,0.00,0.00,1,33,0,10,90,417.0,280.0,137.0,480.6,9.9,13.1,1.08
2022-09-12T16:00,23.7,61,15.7,0.00,0.00,1,30,0,9,81,367.0,223.0,144.0,431.6,9.6,13.2,1.15
2022-09-12T17:00,23.6,60,15.5,0.00,0.00,1,36,0,12,95,313.0,166.0,147.0,415.7,8.5,12.6,1.15
2022-09-12T18:00,22.8,66,16.2,0.00,0.00,1,23,0,20,37,153.0,31.0,122.0,257.9,5.5,10.2,0.93
2022-09-12T19:00,21.8,73,16.7,0.10,0.10,51,59,0,49,100,36.0,6.0,30.0,67.5,5.4,11.4,0.71
2022-09-12T20:00,19.9,76,15.5,0.30,0.30,51,74,0,74,98,1.0,0.0,1.0,2.5,6.2,11.4,0.56
2022-09-12T21:00,19.3,79,15.7,0.00,0.00,2,58,0,48,98,0.0,0.0,0.0,0.0,4.7,8.9,0.46
2022-09-12T22:00,18.9,81,15.6,0.00,0.00,2,58,0,46,100,0.0,0.0,0.0,0.0,5.5,9.0,0.41
2022-09-12T23:00,18.6,80,15.1,0.00,0.00,1,31,0,2,100,0.0,0.0,0.0,0.0,5.6,7.0,0.43
2022-09-13T00:00,18.5,77,14.4,0.00,0.00,1,33,0,6,99,0.0,0.0,0.0,0.0,5.9,11.6,0.48
2022-09-13T01:00,18.3,75,13.8,0.00,0.00,1,37,2,8,100,0.0,0.0,0.0,0.0,4.1,8.0,0.52
2022-09-13T02:00,17.9,77,13.8,0.00,0.00,2,54,24,14,80,0.0,0.0,0.0,0.0,5.4,8.4,0.47
2022-09-13T03:00,17.4,81,14.1,0.00,0.00,2,54,18,16,95,0.0,0.0,0.0,0.0,7.1,12.7,0.38
2022-09-13T04:00,17.1,83,14.3,0.00,0.00,2,63,17,30,100,0.0,0.0,0.0,0.0,13.3,24.3,0.33
2022-09-13T05:00,17.0,86,14.6,0.00,0.00,3,83,45,21,100,0.0,0.0,0.0,0.0,18.1,31.3,0.28
2022-09-13T06:00,16.9,89,15.2,0.00,0.00,3,85,45,24,100,0.0,0.0,0.0,0.0,15.6,26.6,0.20
2022-09-13T07:00,16.7,93,15.6,0.00,0.00,3,100,46,57,100,3.0,0.0,3.0,0.0,12.8,20.3,0.13
2022-09-13T08:00,16.7,89,15.0,0.00,0.00,3,92,39,44,100,41.0,2.0,39.0,2.6,14.7,21.4,0.20
2022-09-13T09:00,17.0,86,14.7,0.00,0.00,2,52,24,1,100,135.0,29.0,106.0,53.6,16.2,22.8,0.27
2022-09-13T10:00,17.5,83,14.5,0.00,0.00,2,55,28,0,100,211.0,52.0,159.0,112.5,15.1,20.2,0.35
2022-09-13T11:00,17.8,80,14.3,0.00,0.00,2,74,13,54,100,220.0,29.0,191.0,88.5,14.4,19.5,0.41
2022-09-13T12:00,17.9,79,14.3,0.00,0.00,3,100,43,92,100,173.0,4.0,169.0,26.7,11.3,15.6,0.42
2022-09-13T13:00,17.9,80,14.4,0.10,0.10,51,54,5,33,100,160.0,9.0,151.0,8.5,10.5,14.0,0.40
2022-09-13T14:00,17.6,85,15.0,0.30,0.30,51,71,1,67,100,133.0,0.0,133.0,6.9,11.6,15.6,0.31
2022-09-13T15:00,17.5,88,15.5,0.90,0.90,53,91,3,97,100,185.0,4.0,181.0,2.7,11.5,16.8,0.24
2022-09-13T16:00,17.3,89,15.4,0.60,0.60,53,89,0,98,100,137.0,3.0,134.0,5.4,11.2,18.3,0.22
2022-09-13T17:00,17.0,90,15.3,1.00,1.00,55,91,1,100,99,57.0,11.0,46.0,17.0,10.7,18.9,0.20
2022-09-13T18:00,16.6,91,15.1,1.20,1.20,55,97,8,100,99,34.0,0.0,34.0,14.0,9.8,18.1,0.18
2022-09-13T19:00,16.3,91,14.8,1.70,1.70,61,95,5,100,100,15.0,1.0,14.0,2.1,10.4,18.9,0.16
2022-09-13T20:00,16.2,92,14.8,1.30,1.30,61,96,7,100,100,0.0,0.0,0.0,0.0,11.7,20.5,0.15
2022-09-13T21:00,15.8,91,14.4,0.40,0.40,51,94,4,100,100,0.0,0.0,0.0,0.0,13.8,23.8,0.16
2022-09-13T22:00,15.5,91,14.0,0.40,0.40,51,99,10,100,100,0.0,0.0,0.0,0.0,14.6,25.4,0.16
2022-09-13T23:00,15.3,91,13.8,0.30,0.30,51,100,100,100,100,0.0,0.0,0.0,0.0,11.9,21.3,0.16
2022-09-14T00:00,15.2,91,13.8,0.20,0.20,51,100,95,100,99,0.0,0.0,0.0,0.0,11.9,21.3,0.15
2022-09-14T01:00,15.2,91,13.8,0.20,0.20,51,100,99,100,83,0.0,0.0,0.0,0.0,9.5,18.4,0.15
2022-09-14T02:00,15.2,92,13.9,0.30,0.30,51,100,91,100,87,0.0,0.0,0.0,0.0,11.2,19.9,0.14
2022-09-14T03:00,15.2,92,13.9,0.70,0.70,53,100,96,91,97,0.0,0.0,0.0,0.0,12.3,21.1,0.13
2022-09-14T04:00,15.1,93,13.9,1.00,1.00,55,100,99,80,94,0.0,0.0,0.0,0.0,13.4,22.5,0.13
2022-09-14T05:00,15.0,93,13.8,1.20,1.20,55,100,96,99,89,0.0,0.0,0.0,0.0,12.4,21.5,0.13
2022-09-14T06:00,14.8,93,13.7,1.00,1.00,55,100,91,78,78,0.0,0.0,0.0,0.0,11.1,19.6,0.12
2022-09-14T07:00,14.7,93,13.6,0.80,0.80,53,100,100,56,90,1.0,0.0,1.0,0.0,9.2,17.2,0.12
2022-09-14T08:00,16.1,96,15.4,0.10,0.10,51,100,99,22,89,23.0,0.0,23.0,0.0,8.3,14.9,0.07
2022-09-14T09:00,16.5,95,15.7,0.10,0.10,51,85,46,29,86,83.0,4.0,79.0,0.4,9.3,14.2,0.10
2022-09-14T10:00,17.3,89,15.5,0.10,0.10,51,100,74,35,67,305.0,180.0,125.0,218.4,13.4,18.1,0.21
2022-09-14T11:00,17.8,84,15.1,0.10,0.10,51,54,47,1,37,296.0,112.0,184.0,319.2,5.2,8.8,0.33
2022-09-14T12:00,18.3,80,14.8,0.00,0.00,3,85,57,27,58,410.0,232.0,178.0,281.5,6.0,8.6,0.43
2022-09-14T13:00,18.9,74,14.2,0.00,0.00,2,71,46,10,78,442.0,184.0,258.0,327.9,7.2,10.0,0.56
2022-09-14T14:00,19.2,70,13.6,0.00,0.00,3,81,67,3,63,461.0,250.0,211.0,313.5,5.6,8.6,0.67
2022-09-14T15:00,19.8,66,13.3,0.00,0.00,3,100,84,0,82,528.0,389.0,139.0,508.8,4.7,6.6,0.78
2022-09-14T16:00,20.1,62,12.7,0.00,0.00,2,75,53,0,90,464.0,353.0,111.0,665.4,5.9,7.6,0.88
2022-09-14T17:00,20.0,61,12.1,0.00,0.00,2,52,29,0,86,349.0,263.0,86.0,664.4,3.8,5.4,0.92
2022-09-14T18:00,19.6,62,12.1,0.00,0.00,0,11,8,0,13,205.0,141.0,64.0,596.5,1.9,2.5,0.86
2022-09-14T19:00,18.5,68,12.5,0.00,0.00,0,19,20,0,2,64.0,34.0,30.0,378.9,2.0,3.2,0.67
2022-09-14T20:00,16.9,87,14.8,0.00,0.00,2,59,65,0,0,1.0,0.0,1.0,8.2,7.1,9.6,0.24
2022-09-14T21:00,16.1,85,13.6,0.00,0.00,2,50,54,0,6,0.0,0.0,0.0,0.0,8.6,17.4,0.28
2022-09-14T22:00,15.9,80,12.4,0.00,0.00,1,41,44,0,5,0.0,0.0,0.0,0.0,12.1,22.1,0.37
2022-09-14T23:00,15.5,79,11.9,0.00,0.00,2,65,45,2,77,0.0,0.0,0.0,0.0,8.8,17.1,0.36
2022-09-15T00:00,15.1,81,11.8,0.00,0.00,1,47,40,1,35,0.0,0.0,0.0,0.0,7.2,14.8,0.33
2022-09-15T01:00,14.7,82,11.8,0.00,0.00,2,60,49,0,53,0.0,0.0,0.0,0.0,7.1,14.3,0.29
2022-09-15T02:00,14.5,84,11.7,0.00,0.00,1,38,34,0,25,0.0,0.0,0.0,0.0,7.7,16.3,0.27
2022-09-15T03:00,14.1,85,11.7,0.00,0.00,1,32,36,0,0,0.0,0.0,0.0,0.0,8.0,16.6,0.23
2022-09-15T04:00,13.8,87,11.6,0.00,0.00,1,31,29,5,5,0.0,0.0,0.0,0.0,6.4,15.2,0.21
2022-09-15T05:00,13.5,88,11.6,0.00,0.00,1,38,14,35,14,0.0,0.0,0.0,0.0,7.4,15.9,0.19
2022-09-15T06:00,13.2,89,11.5,0.00,0.00,2,59,4,92,0,0.0,0.0,0.0,0.0,7.9,16.6,0.16
2022-09-15T07:00,13.8,87,11.6,0.00,0.00,1,31,6,43,0,2.0,0.0,2.0,0.0,9.9,18.6,0.21
2022-09-15T08:00,14.1,87,11.9,0.00,0.00,0,16,10,11,0,66.0,28.0,38.0,93.5,12.1,21.0,0.22
2022-09-15T09:00,15.2,83,12.2,0.00,0.00,1,39,17,15,50,181.0,92.0,89.0,262.4,12.5,17.1,0.30
2022-09-15T10:00,16.0,78,12.2,0.00,0.00,3,83,35,59,55,257.0,146.0,111.0,329.5,11.8,15.7,0.40
2022-09-15T11:00,16.7,74,11.9,0.10,0.10,51,100,100,38,0,317.0,175.0,142.0,331.2,8.7,11.0,0.50
2022-09-15T12:00,17.0,71,11.8,0.30,0.30,51,87,74,34,0,383.0,193.0,190.0,307.3,10.7,13.8,0.55
2022-09-15T13:00,17.6,67,11.5,0.10,0.10,51,78,80,10,0,504.0,337.0,167.0,423.3,10.2,13.5,0.66
2022-09-15T14:00,17.5,65,10.8,0.00,0.00,3,100,100,32,0,344.0,120.0,224.0,361.3,11.5,15.0,0.71
2022-09-15T15:00,17.5,62,10.2,0.00,0.00,3,100,98,74,3,251.0,81.0,170.0,137.7,12.0,15.8,0.75
2022-09-15T16:00,17.5,60,9.7,0.00,0.00,3,100,94,59,6,291.0,168.0,123.0,228.5,10.0,13.0,0.79
2022-09-15T17:00,17.1,61,9.4,0.00,0.00,3,100,96,87,0,198.0,93.0,105.0,292.1,10.9,15.3,0.76
2022-09-15T18:00,16.5,62,9.1,0.00,0.00,3,100,93,92,0,100.0,21.0,79.0,154.1,10.0,16.9,0.72
2022-09-15T19:00,15.9,61,8.3,0.00,0.00,3,100,83,81,0,30.0,7.0,23.0,58.7,9.5,17.4,0.71
2022-09-15T20:00,15.9,61,8.5,0.00,0.00,3,100,98,92,52,0.0,0.0,0.0,0.9,9.2,18.2,0.70
2022-09-15T21:00,15.4,63,8.4,0.00,0.00,3,100,97,98,88,0.0,0.0,0.0,0.0,12.4,20.8,0.65
2022-09-15T22:00,14.8,66,8.4,0.00,0.00,3,100,100,100,6,0.0,0.0,0.0,0.0,13.2,20.6,0.58
2022-09-15T23:00,14.4,66,8.1,0.00,0.00,3,100,98,91,5,0.0,0.0,0.0,0.0,7.8,13.7,0.56
2022-09-16T00:00,14.1,65,7.6,0.00,0.00,3,100,95,85,7,0.0,0.0,0.0,0.0,9.1,15.7,0.56
2022-09-16T01:00,14.0,62,6.8,0.00,0.00,3,100,78,71,4,0.0,0.0,0.0,0.0,11.6,19.0,0.61
2022-09-16T02:00,13.4,62,6.3,0.00,0.00,2,77,63,33,0,0.0,0.0,0.0,0.0,10.3,18.5,0.58
2022-09-16T03:00,12.7,65,6.2,0.00,0.00,1,41,36,15,0,0.0,0.0,0.0,0.0,9.9,18.6,0.52
2022-09-16T04:00,12.0,68,6.2,0.00,0.00,0,8,7,3,0,0.0,0.0,0.0,0.0,9.2,18.2,0.45
2022-09-16T05:00,11.4,71,6.3,0.00,0.00,0,5,2,5,0,0.0,0.0,0.0,0.0,10.4,19.6,0.39
2022-09-16T06:00,10.7,76,6.6,0.00,0.00,0,5,2,5,0,0.0,0.0,0.0,0.0,12.3,22.4,0.31
2022-09-16T07:00,10.1,81,7.0,0.00,0.00,1,30,11,34,0,4.0,1.0,3.0,0.0,13.0,22.5,0.24
2022-09-16T08:00,11.0,80,7.6,0.00,0.00,2,61,18,75,0,81.0,44.0,37.0,183.4,14.0,22.0,0.26
2022-09-16T09:00,12.1,74,7.7,0.00,0.00,3,93,59,66,0,201.0,108.0,93.0,356.3,15.2,21.3,0.36
2022-09-16T10:00,13.1,69,7.6,0.00,0.00,1,20,0,34,0,304.0,186.0,118.0,389.9,17.1,22.7,0.46
2022-09-16T11:00,14.1,61,6.7,0.00,0.00,1,35,11,41,0,515.0,419.0,96.0,604.6,19.3,26.1,0.63
2022-09-16T12:00,14.8,55,6.0,0.00,0.00,0,11,5,10,0,596.0,488.0,108.0,803.0,20.3,26.6,0.75
2022-09-16T13:00,15.2,51,5.2,0.00,0.00,1,25,4,35,0,578.0,450.0,128.0,741.9,22.6,30.4,0.84
2022-09-16T14:00,15.4,49,4.8,0.00,0.00,1,29,4,43,0,578.0,454.0,124.0,692.5,22.6,30.8,0.89
2022-09-16T15:00,15.5,49,4.7,0.00,0.00,1,29,3,43,0,523.0,401.0,122.0,687.2,23.1,32.0,0.90
2022-09-16T16:00,15.0,50,4.8,0.10,0.10,51,40,6,57,0,427.0,321.0,106.0,656.7,22.9,32.2,0.84
2022-09-16T17:00,14.3,51,4.2,0.10,0.10,51,20,4,27,0,248.0,134.0,114.0,484.9,22.0,31.5,0.80
2022-09-16T18:00,13.7,53,4.2,0.00,0.00,1,37,20,31,0,128.0,66.0,62.0,287.5,21.0,32.1,0.74
2022-09-16T19:00,13.0,55,4.3,0.00,0.00,0,12,3,15,0,50.0,27.0,23.0,217.5,20.3,32.6,0.67
2022-09-16T20:00,12.7,57,4.3,0.00,0.00,0,7,4,5,0,0.0,0.0,0.0,2.1,20.0,31.9,0.64
2022-09-16T21:00,11.9,63,5.1,0.00,0.00,0,14,11,7,0,0.0,0.0,0.0,0.0,20.3,32.7,0.52
2022-09-16T22:00,11.4,67,5.4,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,19.5,31.9,0.45
2022-09-16T23:00,10.9,67,5.1,0.00,0.00,0,3,2,2,0,0.0,0.0,0.0,0.0,18.9,31.3,0.43
2022-09-17T00:00,10.5,67,4.6,0.00,0.00,0,1,0,1,0,0.0,0.0,0.0,0.0,18.1,30.4,0.42
2022-09-17T01:00,10.1,66,4.1,0.00,0.00,0,6,0,0,20,0.0,0.0,0.0,0.0,17.9,30.5,0.42
2022-09-17T02:00,9.7,67,3.9,0.00,0.00,0,3,2,2,0,0.0,0.0,0.0,0.0,17.9,30.5,0.39
2022-09-17T03:00,9.3,68,3.8,0.00,0.00,0,1,0,1,0,0.0,0.0,0.0,0.0,17.7,30.4,0.37
2022-09-17T04:00,9.0,70,3.8,0.00,0.00,0,1,0,1,0,0.0,0.0,0.0,0.0,17.3,29.8,0.35
2022-09-17T05:00,8.7,71,3.8,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,17.6,29.9,0.33
2022-09-17T06:00,8.5,72,3.8,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,17.8,30.3,0.31
2022-09-17T07:00,8.3,74,3.9,0.00,0.00,0,0,0,0,0,3.0,1.0,2.0,0.0,18.7,30.8,0.28
2022-09-17T08:00,8.6,77,4.7,0.00,0.00,0,1,0,0,2,88.0,52.0,36.0,214.1,18.3,29.8,0.26
2022-09-17T09:00,9.9,70,4.7,0.00,0.00,0,0,0,0,0,241.0,175.0,66.0,511.3,19.6,27.7,0.37
2022-09-17T10:00,11.4,61,4.2,0.00,0.00,0,0,0,0,0,381.0,301.0,80.0,664.8,19.6,26.7,0.52
2022-09-17T11:00,12.7,54,3.7,0.00,0.00,0,2,0,0,6,518.0,426.0,92.0,755.4,19.9,26.7,0.67
2022-09-17T12:00,13.7,51,3.7,0.00,0.00,0,4,1,2,6,603.0,505.0,98.0,814.8,22.7,30.4,0.77
2022-09-17T13:00,14.5,49,3.9,0.00,0.00,0,16,0,22,10,642.0,535.0,107.0,826.3,21.5,29.0,0.85
2022-09-17T14:00,15.2,48,4.1,0.00,0.00,0,7,0,4,14,645.0,547.0,98.0,844.0,19.4,26.0,0.90
2022-09-17T15:00,15.7,45,3.7,0.00,0.00,1,43,31,17,15,558.0,429.0,129.0,800.8,19.5,26.6,0.99
2022-09-17T16:00,15.9,43,3.3,0.00,0.00,3,100,66,92,2,379.0,219.0,160.0,583.1,19.8,27.6,1.03
2022-09-17T17:00,15.8,43,3.3,0.00,0.00,3,100,45,91,19,236.0,72.0,164.0,300.9,16.8,24.6,1.02
2022-09-17T18:00,15.4,46,4.0,0.00,0.00,3,80,32,79,14,127.0,25.0,102.0,132.6,12.8,21.7,0.94
2022-09-17T19:00,14.7,49,4.0,0.00,0.00,2,54,28,44,8,36.0,11.0,25.0,82.9,9.2,19.5,0.86
2022-09-17T20:00,13.8,55,4.8,0.00,0.00,1,27,13,25,1,0.0,0.0,0.0,0.3,6.8,17.1,0.71
2022-09-17T21:00,12.7,60,5.1,0.00,0.00,0,6,2,0,14,0.0,0.0,0.0,0.0,7.1,17.4,0.59
2022-09-17T22:00,11.6,64,5.1,0.00,0.00,0,16,3,1,43,0.0,0.0,0.0,0.0,8.8,21.4,0.49
2022-09-17T23:00,11.1,66,5.0,0.00,0.00,1,28,2,20,48,0.0,0.0,0.0,0.0,12.8,24.8,0.45
2022-09-18T00:00,10.8,68,5.1,0.00,0.00,0,9,0,8,15,0.0,0.0,0.0,0.0,14.0,26.1,0.42
2022-09-18T01:00,10.3,71,5.4,0.00,0.00,0,5,0,0,15,0.0,0.0,0.0,0.0,13.5,25.5,0.36
2022-09-18T02:00,9.9,74,5.5,0.00,0.00,1,28,2,0,88,0.0,0.0,0.0,0.0,13.6,25.3,0.31
2022-09-18T03:00,9.4,77,5.5,0.00,0.00,1,41,2,17,96,0.0,0.0,0.0,0.0,13.6,25.8,0.28
2022-09-18T04:00,9.2,78,5.6,0.00,0.00,2,68,3,67,82,0.0,0.0,0.0,0.0,14.1,26.3,0.25
2022-09-18T05:00,9.0,80,5.8,0.00,0.00,2,54,3,45,81,0.0,0.0,0.0,0.0,15.0,27.1,0.23
2022-09-18T06:00,8.9,82,6.0,0.00,0.00,1,30,6,3,76,0.0,0.0,0.0,0.0,15.3,27.2,0.20
2022-09-18T07:00,8.7,84,6.2,0.00,0.00,1,23,7,1,52,3.0,0.0,3.0,0.0,15.2,26.9,0.18
2022-09-18T08:00,9.7,83,7.0,0.00,0.00,1,35,8,36,21,79.0,40.0,39.0,155.1,16.1,27.1,0.20
2022-09-18T09:00,11.1,77,7.3,0.00,0.00,2,53,2,66,40,177.0,78.0,99.0,310.5,18.1,26.1,0.30
2022-09-18T10:00,12.5,72,7.6,0.00,0.00,2,61,0,70,64,280.0,104.0,176.0,255.6,19.2,26.7,0.41
2022-09-18T11:00,13.9,66,7.7,0.00,0.00,1,41,8,8,95,381.0,196.0,185.0,301.4,19.5,27.0,0.54
2022-09-18T12:00,15.3,58,7.2,0.00,0.00,3,96,76,1,91,496.0,299.0,197.0,441.7,22.4,30.6,0.72
2022-09-18T13:00,16.0,55,7.0,0.00,0.00,3,100,94,18,95,413.0,222.0,191.0,435.8,23.0,31.6,0.81
2022-09-18T14:00,16.2,56,7.4,0.00,0.00,3,100,97,83,97,302.0,64.0,238.0,219.6,21.9,30.6,0.81
2022-09-18T15:00,16.3,56,7.4,0.10,0.10,51,100,96,62,85,228.0,49.0,179.0,82.2,20.7,29.4,0.82
2022-09-18T16:00,16.2,59,8.1,0.00,0.00,3,100,98,39,74,159.0,38.0,121.0,80.1,20.5,29.5,0.76
2022-09-18T17:00,16.0,61,8.5,0.00,0.00,3,100,79,55,6,128.0,16.0,112.0,55.8,19.6,28.5,0.71
2022-09-18T18:00,15.5,64,8.7,0.00,0.00,3,100,90,68,40,89.0,26.0,63.0,73.5,15.6,25.1,0.64
2022-09-18T19:00,14.9,65,8.5,0.00,0.00,3,89,43,47,75,25.0,7.0,18.0,76.5,13.1,22.8,0.59
2022-09-18T20:00,14.3,66,8.1,0.00,0.00,2,62,39,26,37,0.0,0.0,0.0,0.0,11.5,20.9,0.55
2022-09-18T21:00,13.2,73,8.5,0.00,0.00,2,51,39,16,20,0.0,0.0,0.0,0.0,11.0,20.2,0.41
2022-09-18T22:00,12.3,79,8.8,0.00,0.00,1,41,35,13,6,0.0,0.0,0.0,0.0,10.6,19.2,0.30
2022-09-18T23:00,11.5,84,8.9,0.00,0.00,2,67,44,35,22,0.0,0.0,0.0,0.0,7.6,16.0,0.22
2022-09-19T00:00,10.8,89,9.0,0.00,0.00,3,100,83,51,6,0.0,0.0,0.0,0.0,7.8,15.5,0.15
2022-09-19T01:00,10.0,92,8.8,0.00,0.00,3,100,99,42,0,0.0,0.0,0.0,0.0,8.6,16.1,0.10
2022-09-19T02:00,10.1,91,8.7,0.00,0.00,3,94,94,15,2,0.0,0.0,0.0,0.0,9.5,16.7,0.11
2022-09-19T03:00,10.2,90,8.7,0.00,0.00,3,83,92,0,0,0.0,0.0,0.0,0.0,9.6,18.1,0.12
2022-09-19T04:00,10.2,90,8.6,0.00,0.00,3,87,93,4,3,0.0,0.0,0.0,0.0,9.2,18.2,0.13
2022-09-19T05:00,10.4,89,8.6,0.00,0.00,1,25,24,6,0,0.0,0.0,0.0,0.0,8.6,18.0,0.14
2022-09-19T06:00,10.3,88,8.5,0.00,0.00,1,26,23,8,1,0.0,0.0,0.0,0.0,8.4,17.6,0.15
2022-09-19T07:00,10.3,89,8.6,0.00,0.00,0,16,12,9,1,2.0,0.0,2.0,0.0,7.8,16.4,0.14
2022-09-19T08:00,10.6,87,8.6,0.00,0.00,0,9,6,6,0,74.0,41.0,33.0,154.5,9.2,15.6,0.16
2022-09-19T09:00,12.1,78,8.4,0.00,0.00,0,3,3,1,0,216.0,146.0,70.0,442.1,9.4,12.7,0.31
2022-09-19T10:00,13.1,68,7.3,0.00,0.00,0,8,7,3,0,325.0,218.0,107.0,534.9,9.7,12.4,0.49
2022-09-19T11:00,14.1,62,6.9,0.00,0.00,3,90,87,19,0,412.0,256.0,156.0,515.0,7.2,9.7,0.61
2022-09-19T12:00,14.4,60,6.8,0.00,0.00,3,96,90,25,0,348.0,169.0,179.0,388.9,7.9,10.2,0.65
2022-09-19T13:00,14.7,59,6.8,0.00,0.00,2,79,70,26,0,306.0,105.0,201.0,215.2,8.4,10.7,0.68
2022-09-19T14:00,14.9,59,6.9,0.00,0.00,2,74,64,27,0,304.0,106.0,198.0,163.7,8.9,11.2,0.69
2022-09-19T15:00,14.8,60,7.1,0.00,0.00,2,77,53,48,0,228.0,65.0,163.0,143.5,9.2,11.5,0.68
2022-09-19T16:00,14.8,60,7.2,0.00,0.00,3,100,89,87,0,195.0,16.0,179.0,71.0,9.7,12.5,0.67
