time,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,temperature_2m,relativehumidity_2m,rain,weathercode,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,windspeed_10m,vapor_pressure_deficit,solar_irrad
2021-11-27 00:00:00+00:00,0.0,0.0,0.0,0.0,22.6,91.0,0.0,2.0,50.0,11.0,33.0,69.0,4.5,0.26,0.059
2021-11-27 01:00:00+00:00,0.0,0.0,0.0,0.0,22.2,92.0,0.0,1.0,43.0,5.0,27.0,73.0,5.4,0.21,0.048
2021-11-27 02:00:00+00:00,0.0,0.0,0.0,0.0,22.6,88.0,0.0,1.0,49.0,8.0,29.0,81.0,5.1,0.32,0.047
2021-11-27 03:00:00+00:00,0.0,0.0,0.0,0.0,22.2,90.0,0.0,1.0,46.0,8.0,25.0,80.0,5.1,0.28,0.046
2021-11-27 04:00:00+00:00,0.0,0.0,0.0,0.0,21.9,91.0,0.0,1.0,32.0,6.0,27.0,34.0,5.0,0.24,0.047
2021-11-27 05:00:00+00:00,0.0,0.0,0.0,0.0,21.5,92.0,0.0,3.0,94.0,85.0,20.0,18.0,3.6,0.2,0.051
2021-11-27 06:00:00+00:00,0.0,0.0,0.0,0.0,20.9,94.0,0.0,0.0,19.0,8.0,15.0,10.0,3.5,0.16,4.069
2021-11-27 07:00:00+00:00,4.0,1.0,3.0,14.0,20.5,95.0,0.0,1.0,21.0,10.0,19.0,1.0,3.9,0.12,48.12
2021-11-27 08:00:00+00:00,102.0,55.0,47.0,302.9,21.9,93.0,0.0,0.0,19.0,10.0,12.0,8.0,3.9,0.19,110.536
2021-11-27 09:00:00+00:00,249.0,153.0,96.0,397.9,24.1,81.0,0.0,1.0,36.0,27.0,7.0,26.0,4.1,0.58,258.805
2021-11-27 10:00:00+00:00,407.0,288.0,119.0,519.3,25.4,72.0,0.0,1.0,28.0,22.0,2.0,24.0,6.3,0.91,738.341
2021-11-27 11:00:00+00:00,561.0,389.0,172.0,573.1,26.5,66.0,0.0,3.0,82.0,85.0,0.0,19.0,7.2,1.17,718.532
2021-11-27 12:00:00+00:00,448.0,218.0,230.0,291.1,26.7,65.0,0.0,3.0,90.0,91.0,0.0,27.0,4.7,1.24,330.163
2021-11-27 13:00:00+00:00,423.0,145.0,278.0,190.8,26.9,64.0,0.0,2.0,62.0,59.0,9.0,11.0,4.0,1.28,823.085
2021-11-27 14:00:00+00:00,414.0,238.0,176.0,334.6,25.9,69.0,0.0,1.0,44.0,32.0,21.0,7.0,3.8,1.03,676.006
2021-11-27 15:00:00+00:00,310.0,147.0,163.0,242.5,26.2,67.0,0.0,2.0,65.0,45.0,33.0,17.0,4.6,1.11,498.717
2021-11-27 16:00:00+00:00,209.0,87.0,122.0,192.5,26.0,69.0,0.0,2.0,56.0,39.0,22.0,26.0,5.2,1.05,205.055
2021-11-27 17:00:00+00:00,141.0,63.0,78.0,243.3,25.6,76.0,0.0,1.0,25.0,1.0,10.0,59.0,2.2,0.8,26.278
2021-11-27 18:00:00+00:00,21.0,7.0,14.0,62.0,24.5,85.0,0.0,1.0,22.0,4.0,9.0,44.0,3.2,0.47000000000000003,0.072
2021-11-27 19:00:00+00:00,0.0,0.0,0.0,0.0,23.4,87.0,0.0,0.0,18.0,8.0,10.0,15.0,4.0,0.36,0.063
2021-11-27 20:00:00+00:00,0.0,0.0,0.0,0.0,22.5,90.0,0.0,0.0,19.0,13.0,12.0,0.0,5.8,0.28,0.058
2021-11-27 21:00:00+00:00,0.0,0.0,0.0,0.0,21.9,91.0,0.0,0.0,14.0,8.0,11.0,0.0,6.6,0.24,0.058
2021-11-27 22:00:00+00:00,0.0,0.0,0.0,0.0,21.4,92.0,0.0,0.0,17.0,12.0,11.0,0.0,6.4,0.21,0.055
2021-11-27 23:00:00+00:00,0.0,0.0,0.0,0.0,21.0,93.0,0.0,0.0,17.0,16.0,5.0,0.0,6.7,0.18,0.051
2021-11-28 00:00:00+00:00,0.0,0.0,0.0,0.0,20.6,93.0,0.0,1.0,24.0,21.0,8.0,0.0,6.3,0.16,0.053
2021-11-28 01:00:00+00:00,0.0,0.0,0.0,0.0,20.2,94.0,0.0,1.0,25.0,20.0,11.0,0.0,5.7,0.14,0.051
2021-11-28 02:00:00+00:00,0.0,0.0,0.0,0.0,20.7,92.0,0.0,1.0,28.0,25.0,9.0,0.0,5.8,0.19,0.052
2021-11-28 03:00:00+00:00,0.0,0.0,0.0,0.0,20.2,94.0,0.0,1.0,23.0,19.0,9.0,0.0,5.5,0.15,0.05
2021-11-28 04:00:00+00:00,0.0,0.0,0.0,0.0,19.6,95.0,0.0,0.0,16.0,12.0,9.0,0.0,6.2,0.11,0.045
2021-11-28 05:00:00+00:00,0.0,0.0,0.0,0.0,19.4,95.0,0.0,3.0,95.0,100.0,9.0,0.0,4.9,0.1,0.043
2021-11-28 06:00:00+00:00,0.0,0.0,0.0,0.0,19.0,96.0,0.0,3.0,94.0,100.0,6.0,0.0,3.2,0.09,3.512
2021-11-28 07:00:00+00:00,4.0,1.0,3.0,14.2,18.8,97.0,0.0,3.0,91.0,97.0,6.0,0.0,3.5,0.06,43.016
2021-11-28 08:00:00+00:00,112.0,64.0,48.0,355.1,20.5,95.0,0.0,2.0,73.0,80.0,2.0,0.0,4.9,0.12,90.315
2021-11-28 09:00:00+00:00,285.0,195.0,90.0,510.5,23.5,80.0,0.0,1.0,22.0,22.0,3.0,0.0,5.6,0.59,436.573
2021-11-28 10:00:00+00:00,486.0,360.0,126.0,652.2,25.0,71.0,0.0,1.0,29.0,32.0,0.0,0.0,6.9,0.93,847.718
2021-11-28 11:00:00+00:00,653.0,525.0,128.0,776.2,26.4,64.0,0.0,2.0,54.0,60.0,0.0,0.0,7.5,1.24,954.654
2021-11-28 12:00:00+00:00,668.0,495.0,173.0,662.9,27.5,59.0,0.0,3.0,85.0,94.0,0.0,0.0,6.3,1.52,736.818
2021-11-28 13:00:00+00:00,522.0,258.0,264.0,340.3,28.1,55.0,0.0,3.0,89.0,99.0,0.0,0.0,5.1,1.7000000000000002,552.974
2021-11-28 14:00:00+00:00,380.0,122.0,258.0,171.9,26.9,60.0,0.0,3.0,88.0,98.0,0.0,0.0,4.8,1.4100000000000001,721.951
2021-11-28 15:00:00+00:00,244.0,57.0,187.0,94.2,26.6,63.0,0.0,3.0,88.0,98.0,0.0,0.0,5.5,1.3,540.799
2021-11-28 16:00:00+00:00,243.0,103.0,140.0,228.2,26.4,65.0,0.0,3.0,85.0,92.0,4.0,0.0,6.4,1.21,304.059
2021-11-28 17:00:00+00:00,115.0,42.0,73.0,162.3,25.5,73.0,0.0,1.0,36.0,33.0,11.0,0.0,5.5,0.9,37.097
2021-11-28 18:00:00+00:00,22.0,8.0,14.0,70.9,24.4,78.0,0.0,1.0,20.0,16.0,10.0,0.0,5.4,0.67,0.09
2021-11-28 19:00:00+00:00,0.0,0.0,0.0,0.0,23.0,84.0,0.0,0.0,2.0,2.0,0.0,0.0,6.1,0.44,0.055
2021-11-28 20:00:00+00:00,0.0,0.0,0.0,0.0,21.7,87.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.34,0.046
2021-11-28 21:00:00+00:00,0.0,0.0,0.0,0.0,21.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.32,0.042
2021-11-28 22:00:00+00:00,0.0,0.0,0.0,0.0,20.6,87.0,0.0,0.0,1.0,1.0,0.0,0.0,5.6,0.32,0.038
2021-11-28 23:00:00+00:00,0.0,0.0,0.0,0.0,20.0,88.0,0.0,0.0,3.0,2.0,0.0,4.0,4.8,0.28,0.041
2021-11-29 00:00:00+00:00,0.0,0.0,0.0,0.0,19.3,90.0,0.0,0.0,1.0,0.0,0.0,4.0,4.2,0.23,0.033
2021-11-29 01:00:00+00:00,0.0,0.0,0.0,0.0,18.8,91.0,0.0,0.0,3.0,1.0,0.0,8.0,3.7,0.2,0.035
2021-11-29 02:00:00+00:00,0.0,0.0,0.0,0.0,19.5,89.0,0.0,0.0,5.0,5.0,0.0,3.0,3.3,0.25,0.032
2021-11-29 03:00:00+00:00,0.0,0.0,0.0,0.0,18.9,91.0,0.0,0.0,11.0,0.0,0.0,37.0,4.2,0.2,0.029
2021-11-29 04:00:00+00:00,0.0,0.0,0.0,0.0,18.3,93.0,0.0,1.0,20.0,0.0,0.0,67.0,4.3,0.15,0.033
2021-11-29 05:00:00+00:00,0.0,0.0,0.0,0.0,17.7,94.0,0.0,3.0,100.0,100.0,0.0,72.0,4.5,0.11,0.026
2021-11-29 06:00:00+00:00,0.0,0.0,0.0,0.0,17.2,95.0,0.0,3.0,100.0,92.0,0.0,80.0,5.7,0.09,3.842
2021-11-29 07:00:00+00:00,4.0,1.0,3.0,14.5,17.0,96.0,0.0,3.0,95.0,76.0,0.0,90.0,5.0,0.08,43.688
2021-11-29 08:00:00+00:00,121.0,71.0,50.0,396.9,19.5,91.0,0.0,3.0,89.0,67.0,0.0,94.0,3.3,0.2,91.746
2021-11-29 09:00:00+00:00,328.0,239.0,89.0,630.0,23.3,78.0,0.0,1.0,42.0,18.0,0.0,87.0,3.3,0.64,433.808
2021-11-29 10:00:00+00:00,523.0,412.0,111.0,749.9,25.3,67.0,0.0,1.0,26.0,1.0,0.0,84.0,4.8,1.06,858.502
2021-11-29 11:00:00+00:00,674.0,550.0,124.0,816.1,26.7,61.0,0.0,1.0,29.0,4.0,0.0,84.0,5.8,1.37,958.446
2021-11-29 12:00:00+00:00,760.0,630.0,130.0,846.2,27.7,57.0,0.0,2.0,51.0,27.0,0.0,89.0,7.1,1.5899999999999999,981.619
2021-11-29 13:00:00+00:00,775.0,644.0,131.0,851.5,28.4,55.0,0.0,2.0,67.0,46.0,0.0,85.0,6.6,1.76,925.492
2021-11-29 14:00:00+00:00,653.0,466.0,187.0,657.8,28.6,52.0,0.0,2.0,52.0,28.0,0.0,90.0,6.6,1.8599999999999999,762.151
2021-11-29 15:00:00+00:00,560.0,428.0,132.0,708.3,28.6,52.0,0.0,1.0,32.0,3.0,0.0,96.0,6.5,1.88,568.051
2021-11-29 16:00:00+00:00,382.0,254.0,128.0,563.4,28.2,55.0,0.0,1.0,26.0,0.0,0.0,85.0,7.1,1.72,314.769
2021-11-29 17:00:00+00:00,201.0,129.0,72.0,498.7,27.0,66.0,0.0,1.0,25.0,0.0,0.0,83.0,4.9,1.22,20.393
2021-11-29 18:00:00+00:00,30.0,12.0,18.0,106.3,24.9,74.0,0.0,1.0,25.0,0.0,0.0,84.0,8.0,0.81,0.105
2021-11-29 19:00:00+00:00,0.0,0.0,0.0,0.0,23.3,78.0,0.0,1.0,25.0,0.0,0.0,84.0,6.3,0.63,0.054
2021-11-29 20:00:00+00:00,0.0,0.0,0.0,0.0,22.3,79.0,0.0,1.0,24.0,0.0,0.0,81.0,5.6,0.5700000000000001,0.049
2021-11-29 21:00:00+00:00,0.0,0.0,0.0,0.0,21.6,80.0,0.0,1.0,21.0,0.0,0.0,71.0,5.2,0.51,0.047
2021-11-30 07:00:00+00:00,4.0,1.0,3.0,14.7,16.0,96.0,0.0,1.0,42.0,14.0,0.0,97.0,5.0,0.08,0.043
2021-11-30 08:00:00+00:00,119.0,68.0,51.0,382.9,18.9,90.0,0.0,1.0,31.0,2.0,0.0,96.0,4.0,0.22,0.036
2021-11-30 09:00:00+00:00,326.0,235.0,91.0,623.8,22.9,78.0,0.0,1.0,24.0,2.0,0.0,74.0,4.3,0.62,0.036
2021-11-30 13:00:00+00:00,770.0,628.0,142.0,832.3,28.5,50.0,0.0,1.0,43.0,13.0,4.0,97.0,7.2,1.96,0.031
2021-11-30 14:00:00+00:00,661.0,493.0,168.0,697.2,28.7,47.0,0.0,2.0,78.0,25.0,46.0,94.0,5.9,2.1,0.03
2021-11-30 15:00:00+00:00,505.0,319.0,186.0,528.7,28.6,45.0,0.0,3.0,89.0,20.0,71.0,96.0,5.1,2.15,0.03
2021-11-30 16:00:00+00:00,356.0,213.0,143.0,472.9,28.3,49.0,0.0,3.0,89.0,3.0,97.0,94.0,3.7,1.97,0.02
2021-11-30 17:00:00+00:00,135.0,50.0,85.0,193.3,26.6,65.0,0.0,2.0,72.0,0.0,70.0,99.0,3.1,1.23,685.727
2021-11-30 18:00:00+00:00,18.0,5.0,13.0,44.2,24.9,69.0,0.0,2.0,59.0,0.0,51.0,95.0,7.3,0.96,399.935
2021-11-30 19:00:00+00:00,0.0,0.0,0.0,0.0,23.2,75.0,0.0,1.0,48.0,0.0,36.0,89.0,8.1,0.72,373.808
2021-11-30 20:00:00+00:00,0.0,0.0,0.0,0.0,22.1,78.0,0.0,1.0,39.0,0.0,25.0,80.0,7.4,0.58,0.052
2021-11-30 21:00:00+00:00,0.0,0.0,0.0,0.0,21.1,81.0,0.0,1.0,29.0,0.0,17.0,61.0,7.2,0.48,0.04
2021-11-30 22:00:00+00:00,0.0,0.0,0.0,0.0,20.5,82.0,0.0,0.0,14.0,0.0,12.0,24.0,7.6,0.43,0.038
2021-11-30 23:00:00+00:00,0.0,0.0,0.0,0.0,19.9,84.0,0.0,0.0,8.0,0.0,0.0,28.0,8.0,0.37,0.038
2021-12-01 00:00:00+00:00,0.0,0.0,0.0,0.0,19.5,85.0,0.0,1.0,21.0,9.0,1.0,41.0,7.5,0.34,0.038
2021-12-01 01:00:00+00:00,0.0,0.0,0.0,0.0,19.1,87.0,0.0,1.0,34.0,18.0,1.0,56.0,7.4,0.3,0.037
2021-12-01 02:00:00+00:00,0.0,0.0,0.0,0.0,18.3,88.0,0.0,1.0,46.0,30.0,1.0,61.0,6.4,0.26,0.032
2021-12-01 03:00:00+00:00,0.0,0.0,0.0,0.0,17.8,89.0,0.0,1.0,47.0,32.0,0.0,60.0,6.6,0.23,0.029
2021-12-01 04:00:00+00:00,0.0,0.0,0.0,0.0,17.2,90.0,0.0,1.0,39.0,20.0,0.0,71.0,6.6,0.2,0.038
2021-12-01 05:00:00+00:00,0.0,0.0,0.0,0.0,16.8,91.0,0.0,1.0,35.0,13.0,0.0,79.0,5.4,0.18,0.039
2021-12-01 06:00:00+00:00,0.0,0.0,0.0,0.0,16.5,91.0,0.0,1.0,21.0,10.0,0.0,39.0,5.1,0.17,3.22
2021-12-01 07:00:00+00:00,3.0,1.0,2.0,15.0,16.2,91.0,0.0,0.0,18.0,18.0,0.0,6.0,4.5,0.16,40.997
2021-12-01 08:00:00+00:00,111.0,65.0,46.0,368.8,18.2,89.0,0.0,0.0,18.0,13.0,0.0,21.0,4.7,0.23,89.824
2021-12-01 09:00:00+00:00,276.0,185.0,91.0,494.4,21.8,74.0,0.0,0.0,8.0,6.0,0.0,8.0,5.7,0.68,418.02
2021-12-01 10:00:00+00:00,481.0,379.0,102.0,696.2,23.6,65.0,0.0,0.0,9.0,7.0,0.0,10.0,7.9,1.03,838.75
2021-12-01 11:00:00+00:00,656.0,535.0,121.0,799.4,25.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.33,935.987
2021-12-01 12:00:00+00:00,749.0,621.0,128.0,838.8,26.0,54.0,0.0,0.0,8.0,9.0,0.0,0.0,9.6,1.53,958.715
2021-12-01 13:00:00+00:00,765.0,635.0,130.0,843.4,26.8,51.0,0.0,1.0,37.0,41.0,0.0,0.0,9.7,1.71,902.831
2021-12-01 14:00:00+00:00,675.0,536.0,139.0,759.3,27.1,51.0,0.0,2.0,53.0,57.0,3.0,0.0,9.2,1.77,763.082
2021-12-01 15:00:00+00:00,478.0,318.0,160.0,527.7,27.1,50.0,0.0,1.0,43.0,33.0,22.0,0.0,7.9,1.79,552.703
2021-12-01 16:00:00+00:00,338.0,207.0,131.0,459.9,26.6,52.0,0.0,0.0,2.0,2.0,0.0,0.0,6.9,1.67,286.505
2021-12-01 17:00:00+00:00,191.0,122.0,69.0,471.5,25.5,60.0,0.0,0.0,6.0,0.0,10.0,0.0,3.4,1.3,34.977
2021-12-01 18:00:00+00:00,27.0,12.0,15.0,106.1,23.4,69.0,0.0,0.0,11.0,7.0,7.0,0.0,6.3,0.89,0.085
2021-12-01 19:00:00+00:00,0.0,0.0,0.0,0.0,21.6,76.0,0.0,0.0,5.0,5.0,0.0,0.0,7.6,0.63,0.059
2021-12-01 20:00:00+00:00,0.0,0.0,0.0,0.0,20.1,80.0,0.0,0.0,2.0,2.0,0.0,0.0,8.4,0.48,0.05
2021-12-01 21:00:00+00:00,0.0,0.0,0.0,0.0,19.1,82.0,0.0,0.0,3.0,3.0,0.0,0.0,8.2,0.39,0.049
2021-12-01 22:00:00+00:00,0.0,0.0,0.0,0.0,18.3,84.0,0.0,0.0,1.0,1.0,0.0,0.0,7.8,0.33,0.035
2021-12-01 23:00:00+00:00,0.0,0.0,0.0,0.0,17.7,86.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.29,0.033
2021-12-02 00:00:00+00:00,0.0,0.0,0.0,0.0,17.3,87.0,0.0,0.0,1.0,1.0,0.0,0.0,7.1,0.26,0.032
2021-12-02 01:00:00+00:00,0.0,0.0,0.0,0.0,17.0,88.0,0.0,0.0,5.0,5.0,0.0,0.0,7.1,0.23,0.03
2021-12-02 02:00:00+00:00,0.0,0.0,0.0,0.0,17.0,87.0,0.0,0.0,6.0,7.0,0.0,0.0,6.9,0.25,0.034
2021-12-02 03:00:00+00:00,0.0,0.0,0.0,0.0,16.6,89.0,0.0,0.0,5.0,5.0,0.0,0.0,6.4,0.22,0.023
2021-12-02 04:00:00+00:00,0.0,0.0,0.0,0.0,16.2,89.0,0.0,0.0,8.0,8.0,0.0,3.0,6.6,0.2,0.02
2021-12-02 05:00:00+00:00,0.0,0.0,0.0,0.0,16.0,90.0,0.0,0.0,14.0,16.0,0.0,0.0,5.6,0.19,0.021
2021-12-02 06:00:00+00:00,0.0,0.0,0.0,0.0,15.9,90.0,0.0,1.0,21.0,23.0,0.0,1.0,5.6,0.19,2.962
2021-12-02 07:00:00+00:00,3.0,0.0,3.0,0.0,15.8,90.0,0.0,1.0,21.0,23.0,0.0,0.0,4.3,0.18,46.544
2021-12-02 08:00:00+00:00,106.0,60.0,46.0,343.0,18.0,87.0,0.0,0.0,17.0,19.0,0.0,0.0,4.1,0.27,120.228
2021-12-02 09:00:00+00:00,299.0,200.0,99.0,538.2,21.4,72.0,0.0,0.0,18.0,20.0,0.0,0.0,4.5,0.7000000000000001,339.232
2021-12-02 10:00:00+00:00,509.0,398.0,111.0,734.5,23.3,63.0,0.0,0.0,7.0,6.0,0.0,4.0,4.8,1.06,804.705
2021-12-02 11:00:00+00:00,643.0,514.0,129.0,770.6,24.7,57.0,0.0,0.0,6.0,1.0,0.0,17.0,5.4,1.35,934.368
2021-12-02 12:00:00+00:00,740.0,611.0,129.0,827.5,25.8,53.0,0.0,1.0,37.0,36.0,0.0,14.0,6.8,1.55,957.756
2021-12-02 13:00:00+00:00,765.0,635.0,130.0,845.2,26.5,51.0,0.0,3.0,85.0,93.0,0.0,5.0,6.2,1.69,902.499
2021-12-02 14:00:00+00:00,486.0,200.0,286.0,283.8,26.8,50.0,0.0,3.0,92.0,99.0,0.0,10.0,3.7,1.77,762.756
2021-12-02 15:00:00+00:00,371.0,102.0,269.0,169.5,26.6,50.0,0.0,3.0,98.0,90.0,26.0,4.0,2.3,1.75,385.769
2021-12-02 16:00:00+00:00,247.0,70.0,177.0,155.6,26.1,55.0,0.0,3.0,100.0,99.0,24.0,0.0,1.8,1.53,279.106
2021-12-02 17:00:00+00:00,124.0,42.0,82.0,162.2,24.9,69.0,0.0,3.0,87.0,73.0,36.0,0.0,2.4,0.98,28.501
2021-12-02 18:00:00+00:00,21.0,5.0,16.0,44.1,23.7,72.0,0.0,1.0,38.0,29.0,20.0,0.0,3.9,0.8200000000000001,0.059
2021-12-02 19:00:00+00:00,0.0,0.0,0.0,0.0,22.3,76.0,0.0,1.0,25.0,13.0,21.0,1.0,4.2,0.65,0.053
2021-12-02 20:00:00+00:00,0.0,0.0,0.0,0.0,21.1,79.0,0.0,1.0,29.0,13.0,19.0,19.0,4.7,0.53,0.044
2021-12-02 21:00:00+00:00,0.0,0.0,0.0,0.0,20.2,80.0,0.0,1.0,39.0,15.0,21.0,42.0,4.4,0.47000000000000003,0.039
2021-12-02 22:00:00+00:00,0.0,0.0,0.0,0.0,19.4,82.0,0.0,1.0,40.0,11.0,16.0,67.0,4.1,0.4,0.029
2021-12-02 23:00:00+00:00,0.0,0.0,0.0,0.0,18.9,84.0,0.0,1.0,44.0,11.0,17.0,79.0,4.6,0.35000000000000003,0.028
2021-12-03 00:00:00+00:00,0.0,0.0,0.0,0.0,18.1,86.0,0.0,2.0,54.0,16.0,26.0,81.0,5.1,0.29,0.027
2021-12-03 01:00:00+00:00,0.0,0.0,0.0,0.0,17.5,87.0,0.0,1.0,47.0,12.0,26.0,70.0,5.4,0.25,0.03
2021-12-03 02:00:00+00:00,0.0,0.0,0.0,0.0,18.0,85.0,0.0,1.0,42.0,11.0,17.0,73.0,5.4,0.3,0.028
2021-12-03 03:00:00+00:00,0.0,0.0,0.0,0.0,17.1,87.0,0.0,1.0,42.0,11.0,15.0,77.0,5.9,0.24,0.03
2021-12-03 04:00:00+00:00,0.0,0.0,0.0,0.0,16.5,88.0,0.0,1.0,38.0,16.0,15.0,48.0,5.6,0.22,0.032
2021-12-03 05:00:00+00:00,0.0,0.0,0.0,0.0,16.2,88.0,0.0,1.0,25.0,15.0,11.0,17.0,5.1,0.22,0.029
2021-12-03 06:00:00+00:00,0.0,0.0,0.0,0.0,16.1,88.0,0.0,0.0,15.0,8.0,4.0,18.0,5.1,0.22,2.303
2021-12-03 07:00:00+00:00,3.0,0.0,3.0,0.0,15.7,89.0,0.0,0.0,16.0,10.0,1.0,20.0,5.4,0.2,40.574
2021-12-03 08:00:00+00:00,101.0,55.0,46.0,316.8,17.6,86.0,0.0,0.0,20.0,13.0,7.0,12.0,3.1,0.29,101.191
2021-12-03 09:00:00+00:00,299.0,212.0,87.0,574.4,20.9,71.0,0.0,1.0,25.0,14.0,7.0,26.0,2.9,0.72,369.878
2021-12-03 10:00:00+00:00,447.0,342.0,105.0,634.0,22.8,59.0,0.0,1.0,29.0,18.0,10.0,22.0,3.9,1.13,829.514
2021-12-03 11:00:00+00:00,643.0,502.0,141.0,755.2,24.1,53.0,0.0,0.0,19.0,11.0,10.0,11.0,5.1,1.4100000000000001,850.969
2021-12-03 12:00:00+00:00,730.0,592.0,138.0,803.8,25.1,50.0,0.0,1.0,50.0,43.0,9.0,19.0,5.6,1.5899999999999999,940.966
2021-12-03 13:00:00+00:00,760.0,624.0,136.0,832.3,25.9,49.0,0.0,2.0,64.0,59.0,9.0,18.0,4.8,1.71,939.908
2021-12-03 14:00:00+00:00,517.0,279.0,238.0,396.5,25.9,49.0,0.0,1.0,27.0,27.0,5.0,0.0,3.8,1.72,729.266
2021-12-03 15:00:00+00:00,385.0,222.0,163.0,369.2,25.8,49.0,0.0,1.0,20.0,22.0,1.0,0.0,3.6,1.71,575.072
2021-12-03 16:00:00+00:00,348.0,236.0,112.0,524.8,25.6,50.0,0.0,0.0,3.0,1.0,3.0,0.0,3.4,1.65,312.073
2021-12-03 17:00:00+00:00,179.0,112.0,67.0,432.2,24.4,68.0,0.0,0.0,4.0,2.0,3.0,0.0,3.4,0.97,36.638
2021-12-03 18:00:00+00:00,31.0,14.0,17.0,123.3,23.6,63.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.08,0.076
2021-12-03 19:00:00+00:00,0.0,0.0,0.0,0.0,22.6,66.0,0.0,0.0,3.0,1.0,1.0,5.0,5.0,0.93,0.043
2021-12-03 20:00:00+00:00,0.0,0.0,0.0,0.0,21.5,70.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.77,0.036
2021-12-03 21:00:00+00:00,0.0,0.0,0.0,0.0,20.3,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.62,0.034
2021-12-03 22:00:00+00:00,0.0,0.0,0.0,0.0,19.2,78.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.48,0.027
2021-12-03 23:00:00+00:00,0.0,0.0,0.0,0.0,18.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.36,0.026
2021-12-04 00:00:00+00:00,0.0,0.0,0.0,0.0,16.9,86.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3,0.26,0.02
2021-12-04 01:00:00+00:00,0.0,0.0,0.0,0.0,16.2,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.22,0.024
2021-12-04 02:00:00+00:00,0.0,0.0,0.0,0.0,16.3,88.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.22,0.02
2021-12-04 03:00:00+00:00,0.0,0.0,0.0,0.0,15.7,89.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.19,0.02
2021-12-04 04:00:00+00:00,0.0,0.0,0.0,0.0,15.1,90.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.16,0.016
2021-12-04 05:00:00+00:00,0.0,0.0,0.0,0.0,14.5,92.0,0.0,0.0,13.0,14.0,0.0,0.0,4.8,0.14,0.015
2021-12-04 06:00:00+00:00,0.0,0.0,0.0,0.0,14.0,92.0,0.0,2.0,67.0,74.0,0.0,0.0,6.0,0.13,2.704
2021-12-04 07:00:00+00:00,3.0,0.0,3.0,0.0,13.9,92.0,0.0,2.0,59.0,66.0,0.0,0.0,5.6,0.13,41.432
2021-12-04 08:00:00+00:00,114.0,67.0,47.0,388.8,16.7,85.0,0.0,0.0,14.0,16.0,0.0,0.0,2.9,0.29,96.898
2021-12-04 09:00:00+00:00,323.0,236.0,87.0,643.8,20.1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.65,402.496
2021-12-04 10:00:00+00:00,521.0,414.0,107.0,770.9,22.3,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.08,832.319
2021-12-04 11:00:00+00:00,674.0,555.0,119.0,837.7,23.8,53.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.38,942.733
2021-12-04 12:00:00+00:00,763.0,636.0,127.0,865.8,24.8,50.0,0.0,0.0,1.0,0.0,0.0,3.0,5.9,1.57,977.576
2021-12-04 13:00:00+00:00,780.0,651.0,129.0,870.0,25.5,48.0,0.0,0.0,11.0,4.0,0.0,26.0,6.0,1.7000000000000002,829.13
2021-12-04 14:00:00+00:00,721.0,593.0,128.0,844.0,25.6,49.0,0.0,0.0,17.0,0.0,0.0,57.0,5.5,1.69,707.273
2021-12-04 15:00:00+00:00,594.0,472.0,122.0,785.7,25.7,47.0,0.0,1.0,23.0,0.0,0.0,76.0,4.7,1.74,531.905
2021-12-04 16:00:00+00:00,412.0,305.0,107.0,678.4,25.4,48.0,0.0,1.0,24.0,0.0,0.0,79.0,4.0,1.7000000000000002,282.032
2021-12-04 17:00:00+00:00,205.0,132.0,73.0,508.7,24.0,73.0,0.0,1.0,24.0,0.0,0.0,79.0,0.7000000000000001,0.81,30.927
2021-12-04 18:00:00+00:00,33.0,15.0,18.0,131.8,23.1,63.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,1.04,0.089
2021-12-04 19:00:00+00:00,0.0,0.0,0.0,0.0,21.3,71.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.74,0.04
2021-12-04 20:00:00+00:00,0.0,0.0,0.0,0.0,19.5,76.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.55,0.031
2021-12-04 21:00:00+00:00,0.0,0.0,0.0,0.0,18.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.41000000000000003,0.035
2021-12-04 22:00:00+00:00,0.0,0.0,0.0,0.0,16.8,83.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.33,0.023
